_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
5241,0,11,38,31,51,37,8,5,0,184,0,0,25,29,25,22,5,3,0,109,0,0,16,26,19,17,4,0,0,87,0,0,10,20,19,20,0,0,0,68,0,0,7,13,20,10,0,0,0,59,0,0,0,11,7,5,3,0,0,32,14,8,17,17,27,14,15,11,10,130,146,139,284,279,390,331,236,150,70,2033
5242,0,4,11,20,21,21,15,3,0,104,0,0,15,20,27,18,7,0,0,88,0,0,11,8,27,20,0,0,0,70,0,0,12,11,17,15,6,0,0,56,0,0,9,23,24,12,0,0,0,71,0,0,0,13,20,16,6,0,0,52,11,4,3,14,14,19,12,11,0,92,118,88,152,187,252,234,197,85,34,1346
5243,0,4,20,7,19,9,3,3,0,71,0,0,4,10,6,13,3,0,0,37,0,0,3,3,10,12,3,0,0,37,0,0,3,4,7,9,4,0,0,25,0,0,3,13,15,11,0,0,0,42,0,0,0,4,14,11,4,0,0,41,10,0,0,7,11,13,9,10,0,56,55,48,74,84,144,146,116,46,7,711
5244,3,23,66,63,78,65,14,9,0,321,0,16,47,58,69,33,7,0,0,230,0,0,21,39,55,47,13,0,0,177,0,0,14,42,38,18,9,0,0,120,0,0,20,33,44,19,3,0,0,122,0,0,0,8,14,26,12,0,0,60,35,51,46,31,38,44,40,21,17,315,297,270,383,538,645,617,459,189,102,3498
5245,0,6,22,28,37,41,22,7,0,170,0,0,27,32,40,36,15,4,0,160,0,0,15,25,44,34,15,3,3,135,0,0,11,29,31,18,6,4,0,101,0,0,13,21,41,32,7,6,0,127,0,0,12,22,24,21,0,0,5,89,22,14,17,25,25,36,40,37,58,270,190,119,210,329,405,477,401,261,187,2583
5250,0,17,45,68,74,50,37,9,0,305,0,0,26,32,51,30,14,0,0,157,0,3,29,57,51,35,6,0,0,180,0,0,17,29,43,23,3,3,0,122,0,0,15,51,56,33,7,0,0,159,0,0,10,22,28,14,3,0,0,72,21,13,16,17,24,23,22,9,3,138,258,184,308,504,543,454,349,101,29,2727
5251,0,63,270,249,212,159,84,19,4,1064,0,23,175,152,174,96,34,13,4,668,0,11,121,151,138,93,17,3,0,537,0,5,60,124,114,53,11,0,0,373,0,4,59,139,130,73,14,3,5,429,0,3,24,52,78,35,15,7,3,227,78,48,120,108,100,103,98,91,42,794,986,916,1874,1959,1868,1653,1360,710,319,11652
5252,0,28,120,130,157,94,19,3,0,543,0,21,102,96,81,52,9,3,0,365,0,5,73,87,76,39,5,0,0,287,0,0,31,43,62,29,8,0,0,173,0,0,27,62,53,27,4,0,0,180,0,0,4,16,18,12,3,0,0,54,47,14,49,62,47,57,32,19,6,341,464,375,872,967,990,734,475,147,34,5056
5253,0,74,261,216,255,191,57,29,8,1099,0,25,105,100,127,113,39,4,3,515,0,15,53,72,89,83,17,5,0,341,0,9,27,54,66,60,8,0,0,231,0,0,28,48,64,36,9,5,0,187,3,3,6,20,19,20,9,7,0,88,134,135,289,248,216,175,221,119,54,1593,1137,1308,2446,2047,2399,2208,2055,1207,483,15298
5254,0,9,30,32,36,30,9,0,0,150,0,0,27,24,24,24,3,0,0,100,0,0,16,16,13,21,6,0,0,76,0,0,5,12,11,6,6,0,0,43,0,0,6,8,14,8,3,0,0,31,0,0,3,5,3,4,0,0,0,15,29,9,14,30,38,35,15,12,0,185,175,125,246,280,405,368,245,101,24,1965
5255,0,32,106,123,164,138,55,14,0,640,0,13,63,97,111,74,26,10,0,402,0,3,38,65,81,68,17,7,0,290,0,3,19,44,63,27,7,0,0,158,0,0,30,59,78,60,13,5,0,248,0,0,11,10,24,22,13,3,0,89,66,25,62,76,92,88,93,79,71,656,585,426,842,1054,1300,1306,1215,587,224,7538
5256,0,9,10,17,24,19,5,0,0,82,0,0,5,11,10,9,3,0,0,42,0,0,0,3,5,3,0,0,0,15,0,0,3,3,8,12,0,0,0,23,0,0,0,0,4,3,3,0,0,15,0,0,0,0,3,0,3,0,0,6,8,7,16,10,12,15,30,16,3,111,55,59,115,119,184,259,269,90,20,1175
5259,0,3,15,10,14,8,6,3,0,65,0,0,8,3,8,7,4,0,0,29,0,0,7,0,3,9,0,0,0,18,0,0,0,3,0,7,0,0,0,11,0,0,4,5,5,4,3,0,0,23,0,0,0,8,3,7,3,0,0,13,9,4,13,11,21,18,38,7,0,117,66,45,114,107,187,167,173,53,8,921
5260,0,7,11,23,12,22,7,3,0,92,0,3,7,6,11,9,3,0,0,43,0,0,5,5,8,3,0,0,0,21,0,0,3,7,8,4,0,0,0,22,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,11,6,0,0,17,15,5,18,17,9,13,24,10,6,117,100,99,138,181,250,273,264,138,37,1479
5261,0,0,3,5,3,0,3,3,0,22,0,0,3,3,5,0,0,0,0,18,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,4,3,0,0,0,0,17,27,11,29,47,62,59,34,15,3,289
5262,0,0,6,9,7,11,0,0,0,37,0,0,5,3,3,7,0,0,0,11,0,0,3,0,9,0,0,0,0,17,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,5,0,0,4,0,5,4,4,4,0,31,21,11,52,41,68,75,36,14,0,326
5263,0,0,3,3,4,4,0,0,0,14,0,0,0,0,3,0,3,0,0,10,0,0,3,0,0,4,3,0,0,12,0,0,0,0,3,3,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,0,15,5,4,13,22,30,22,19,7,0,122
5264,0,4,5,13,18,16,8,0,0,56,0,0,7,3,3,10,4,3,0,35,0,0,6,3,5,9,3,0,0,27,0,0,3,0,4,4,3,0,0,12,0,0,0,4,5,3,0,0,0,18,0,0,3,0,3,4,0,0,0,12,8,3,12,11,15,14,24,19,7,111,43,58,121,104,155,218,199,108,45,1051
5265,0,0,3,6,8,7,3,0,0,23,0,0,0,4,5,0,0,0,0,12,0,0,0,3,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,3,0,0,0,4,5,0,3,7,10,9,0,5,0,39,22,9,54,52,64,63,42,23,3,338
5266,3,3,6,15,15,10,3,0,0,54,0,3,3,5,3,7,0,0,0,29,0,0,0,3,0,3,7,0,0,15,0,0,0,5,0,3,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0,0,0,4,0,0,0,3,9,4,6,6,8,3,0,4,4,7,43,34,30,79,85,69,61,68,45,18,481
5267,0,7,34,37,29,36,14,3,0,168,0,0,15,12,11,16,3,0,0,63,0,0,10,11,13,18,0,0,0,53,0,0,0,3,13,5,0,0,0,31,0,0,0,9,16,6,0,0,0,30,0,0,0,5,3,0,6,0,0,22,16,8,24,13,15,35,25,9,3,153,116,79,199,275,237,293,204,83,53,1538
5268,0,9,56,41,50,50,16,5,3,232,0,10,26,25,36,26,9,0,0,124,0,3,17,22,27,24,3,0,0,90,0,0,5,10,14,3,6,0,0,40,0,0,6,14,16,7,4,3,0,46,0,0,4,9,10,8,0,3,0,38,24,19,42,32,66,29,38,42,62,353,232,199,444,405,538,402,337,230,142,2920
5269,0,0,0,3,3,4,0,0,0,14,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,0,0,20,15,13,16,30,45,45,28,12,0,212
5270,0,3,10,3,14,16,7,0,0,52,0,0,3,3,12,4,5,0,0,26,0,0,3,6,3,3,0,0,0,17,0,0,3,0,8,6,3,0,0,17,0,0,0,0,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,5,0,5,6,8,9,0,0,37,41,25,59,66,119,87,70,17,7,491
5271,3,41,106,132,132,114,40,8,8,585,0,7,66,67,88,57,31,3,3,332,0,0,43,43,59,39,21,3,0,199,0,3,19,21,36,19,5,0,0,107,0,0,12,32,27,38,11,4,3,124,0,3,8,19,26,16,18,10,0,99,38,26,50,51,56,72,55,49,54,452,399,392,884,984,986,927,765,437,206,5984
5272,0,0,8,8,25,24,3,0,3,72,0,6,3,11,13,14,3,0,0,50,0,0,3,5,0,5,0,0,0,20,0,0,0,0,8,0,3,0,0,14,0,0,5,5,11,4,3,0,0,24,0,0,0,5,9,0,0,0,0,17,5,0,3,8,9,6,10,0,3,48,54,31,69,87,137,141,85,31,22,648
5273,0,0,3,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,13,3,4,18,14,20,19,11,0,0,85
5275,0,9,23,16,26,34,11,13,3,138,0,11,11,4,15,26,10,3,0,83,0,0,12,17,12,22,5,0,0,69,0,0,8,7,13,17,5,0,0,49,0,3,10,13,14,18,8,3,0,65,0,0,4,4,11,13,9,0,0,42,11,9,22,19,21,21,31,39,30,186,110,105,237,241,277,396,371,231,70,2037
5276,0,4,14,16,28,26,8,8,0,108,0,0,8,14,9,6,6,3,0,51,0,0,6,7,12,3,4,0,0,33,0,0,5,8,4,7,4,0,0,27,0,0,7,9,9,10,3,3,0,33,0,0,0,0,0,6,4,0,0,15,4,5,3,5,24,21,21,13,3,109,39,53,103,120,176,208,186,99,40,1027
5277,3,6,44,54,50,39,19,0,0,211,0,10,15,26,37,26,14,3,0,135,0,0,11,26,25,7,3,3,0,81,0,0,3,17,19,7,4,0,0,55,0,0,10,3,6,19,6,0,0,40,0,0,0,5,13,12,3,5,3,34,7,13,16,30,26,27,40,18,9,181,147,133,268,374,427,414,356,152,75,2352
5278,0,0,3,3,18,5,0,0,0,34,0,0,7,3,10,5,0,0,0,24,0,0,0,0,3,3,0,0,0,9,0,0,0,0,3,3,3,0,0,6,0,0,0,0,6,3,0,0,0,15,0,0,0,0,0,4,0,0,0,3,0,0,3,4,15,4,4,3,0,30,30,27,41,60,97,82,60,25,0,422
5279,0,5,3,7,10,9,4,0,0,38,0,0,3,0,3,0,0,0,0,7,0,0,3,3,3,6,5,0,0,17,0,0,0,0,3,0,0,0,0,3,0,0,4,4,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,6,0,0,7,4,16,8,3,3,43,33,11,39,68,67,102,72,31,4,426
5280,0,26,55,92,93,71,30,12,5,380,0,9,42,48,67,53,24,0,0,238,0,0,33,43,61,69,9,0,3,211,0,0,18,40,48,42,13,7,0,160,0,0,27,42,51,56,16,4,4,198,0,0,12,11,20,19,15,4,3,89,50,33,53,51,103,98,102,81,79,636,429,342,628,784,1076,1180,938,492,241,6107
5290,4,118,373,393,425,333,116,42,14,1814,3,43,240,221,259,209,51,9,0,1030,0,22,143,172,201,146,23,11,0,724,0,3,78,112,148,75,17,3,3,438,0,0,79,125,143,99,22,17,8,490,0,5,20,39,52,43,25,9,6,201,133,87,190,192,233,216,285,235,135,1714,1609,1476,3096,2967,3360,3202,2552,1555,692,20495
5291,3,16,102,137,189,157,44,17,3,666,0,11,55,91,134,85,18,6,3,397,0,7,52,105,87,52,13,4,7,324,0,3,27,55,59,62,15,0,0,215,0,0,31,66,97,49,23,7,3,270,0,3,6,29,36,48,17,0,0,152,71,57,172,188,201,149,126,55,30,1050,597,374,882,1226,1570,1349,916,334,121,7364
5301,0,0,7,11,11,8,0,0,0,34,0,0,0,3,4,5,0,0,0,12,0,0,0,4,8,6,0,0,0,11,0,0,5,3,0,0,0,0,0,10,0,0,0,3,9,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,6,0,4,3,4,10,6,5,0,42,29,12,50,61,83,122,67,29,0,455
5302,0,0,8,16,17,16,9,0,0,67,0,0,15,5,7,3,4,0,0,37,0,0,5,3,5,7,3,0,0,21,0,0,3,4,3,6,0,0,0,18,0,0,0,3,8,3,3,0,0,19,0,0,0,4,4,3,0,0,0,12,6,0,14,7,9,8,18,14,10,84,40,14,86,104,115,116,123,78,29,708
5303,0,0,3,3,3,4,3,0,0,18,0,0,7,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,17,12,8,28,34,33,21,17,10,3,167
5304,0,5,6,10,5,18,5,0,0,49,0,3,4,4,11,13,3,0,0,40,0,0,5,11,14,4,0,0,0,36,0,0,0,3,5,0,3,0,0,13,0,0,0,3,5,0,0,3,0,17,3,0,0,3,0,0,0,0,0,10,8,4,5,4,8,6,3,7,0,57,31,38,93,84,115,116,85,44,29,645
5306,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,12,13,13,0,0,57
5307,0,0,3,3,12,3,3,0,0,24,0,3,5,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,10,0,0,0,3,3,0,0,0,0,9,3,3,0,3,3,7,11,7,3,43,28,21,36,51,73,85,80,60,39,476
5308,0,0,0,4,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,3,13,26,30,21,17,4,0,112
5309,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,18,12,3,14,19,26,24,29,7,0,133
5310,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,3,5,3,7,11,10,11,4,0,54
5311,0,0,3,9,16,5,0,0,0,33,0,0,3,3,8,0,0,0,0,12,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,4,0,0,0,11,3,0,3,0,26,35,25,34,33,86,71,41,15,0,346
5320,0,0,3,15,9,9,0,0,0,43,0,0,3,0,6,3,0,0,0,16,0,0,3,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,4,0,4,11,15,0,3,39,20,9,49,57,96,142,129,61,10,577
5321,0,0,0,3,4,9,4,0,0,22,0,0,0,0,3,3,0,0,0,5,0,0,0,0,5,7,0,0,0,8,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,17,64,81,36,20,11,3,0,237,14,26,82,104,88,107,72,22,3,518
5322,0,0,9,16,23,20,4,0,0,70,0,0,12,9,10,5,5,0,0,38,0,0,3,3,10,4,0,0,0,24,0,0,3,5,4,4,0,0,0,14,0,0,0,3,3,3,3,0,0,13,0,0,0,0,0,3,0,0,0,6,4,3,3,7,23,15,23,6,3,89,65,36,97,101,157,154,166,57,10,846
