_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
5357,0,7,4,12,17,21,0,0,0,0,0,0,12,17,21,6,8,12,0,0,0,0,0,0,6,8,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,23,27,47,40,54,98
5360,8,6,13,43,32,81,3,0,3,14,19,37,64,53,120,22,34,53,0,0,0,15,10,26,41,43,76,0,0,0,0,3,3,4,0,4,5,3,4,0,0,0,5,9,16,5,4,11,0,3,4,0,0,0,0,9,7,0,0,0,11,19,23,0,0,0,0,0,0,0,0,0,0,3,4,29,23,57,158,154,310
5371,11,10,17,77,46,117,12,3,14,14,11,28,98,58,156,20,21,42,20,26,49,10,7,17,48,57,107,3,0,3,0,5,5,6,6,8,3,3,7,0,0,0,10,12,21,15,13,26,7,3,8,0,0,0,0,3,3,0,0,0,16,22,36,0,0,0,0,3,3,0,0,0,0,3,3,28,25,51,212,185,399
5372,10,12,27,145,110,252,3,3,7,10,11,21,159,123,287,51,47,98,14,6,17,6,6,8,76,57,133,6,3,3,0,4,9,8,9,18,7,14,24,0,0,0,25,29,53,3,17,20,0,8,8,0,3,4,6,16,16,0,0,0,10,37,49,3,3,3,0,3,7,0,0,0,3,10,14,65,60,127,353,325,678
5373,20,29,42,148,134,283,0,0,0,17,21,37,167,159,328,94,87,183,3,3,4,16,8,24,117,95,216,0,4,4,3,9,6,10,3,16,8,18,27,0,0,0,18,39,58,6,20,26,7,9,14,0,3,9,0,15,12,0,0,0,20,42,67,0,3,3,6,10,18,0,0,0,6,13,24,105,101,206,453,483,932
5374,7,10,15,21,25,44,0,0,0,32,46,76,49,65,121,41,34,79,0,0,0,15,12,28,58,45,111,0,0,0,0,0,0,12,0,10,3,5,11,0,0,0,14,10,23,5,4,8,0,0,0,0,0,3,0,5,5,0,0,0,7,13,13,0,0,0,0,3,3,0,0,0,0,3,3,52,49,102,189,191,388
5381,0,5,6,6,12,19,0,0,0,7,6,11,11,15,27,13,13,25,0,0,3,0,3,3,11,12,26,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,41,55,46,104
5400,9,8,14,34,27,58,12,3,13,13,6,23,51,39,95,18,11,27,3,11,13,3,3,7,18,24,41,0,0,0,0,0,3,0,0,0,3,5,10,0,0,0,3,12,16,22,68,88,7,15,19,0,0,0,3,0,5,0,0,0,24,84,107,0,0,0,0,5,7,0,0,0,0,3,8,23,33,56,137,190,327
5401,7,7,16,40,30,71,0,0,3,8,3,10,52,33,82,19,8,27,3,3,3,0,13,12,29,21,51,3,3,9,0,0,0,0,3,4,3,4,5,0,0,0,5,11,19,4,0,4,0,0,0,0,0,0,0,5,5,0,0,0,4,8,10,0,0,0,0,4,5,0,0,0,0,4,5,35,51,81,131,130,260
5410,0,0,5,8,14,26,0,0,0,0,0,0,14,14,28,0,8,11,0,3,3,3,5,7,0,13,21,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,3,5,5,0,5,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,13,19,38,35,57,97
5411,3,3,7,17,13,36,0,0,0,4,5,7,19,19,36,7,9,16,0,0,0,0,4,3,7,14,23,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,20,34,56,64,113
5412,10,3,10,43,38,83,0,0,0,0,0,3,50,38,84,26,23,54,0,0,0,11,12,22,36,31,74,0,0,0,0,4,4,0,3,4,3,3,8,0,0,0,3,12,12,3,0,3,0,0,0,0,0,0,0,4,4,0,0,0,3,3,10,0,0,0,0,3,3,0,0,0,0,3,4,37,35,72,131,131,262
5413,3,6,12,33,27,65,0,0,0,9,8,12,36,34,71,11,20,28,0,0,0,10,6,11,20,25,43,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,9,4,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,4,36,38,73,107,110,216
5414,0,0,4,5,5,9,0,0,0,0,0,0,5,5,9,3,3,9,0,3,3,0,0,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,19,21,26,49
5415,0,0,0,3,3,11,0,0,4,3,0,4,8,4,17,3,3,10,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,5,11,18,23,28,46
5416,0,0,3,4,4,12,0,7,3,4,3,9,8,18,26,10,9,21,0,0,0,0,0,0,10,9,21,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25,37,42,75
5417,9,6,20,43,71,115,3,5,9,8,3,11,53,81,136,26,38,68,5,0,5,0,0,0,26,40,74,0,0,0,0,0,3,0,4,3,3,14,17,0,0,0,8,16,20,0,3,4,0,0,0,0,0,0,0,10,9,0,0,0,3,14,18,0,0,0,0,8,8,0,0,0,0,8,8,67,75,145,168,235,405
5418,0,0,0,7,6,11,0,0,0,0,0,0,7,6,11,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,15,17,34
5419,0,0,0,3,3,5,0,0,0,0,0,0,3,3,10,4,5,11,0,0,0,0,3,3,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,12,22,39
5420,0,3,3,0,0,3,0,0,0,0,0,0,0,4,4,4,3,9,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,11,16,26
5421,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,22,18,21,43
5422,5,3,9,20,37,57,32,23,55,0,0,0,55,64,116,43,34,78,0,0,0,4,0,4,47,34,76,3,0,3,3,4,6,3,5,3,5,10,13,0,0,0,16,17,28,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,6,11,0,0,0,0,3,3,0,0,0,0,3,3,84,80,161,209,200,407
5431,4,3,7,39,32,71,0,0,0,0,0,0,39,32,71,27,29,58,0,0,0,0,0,0,27,29,58,0,0,0,0,0,0,6,0,6,7,6,11,0,0,0,9,10,19,6,3,6,0,0,0,0,0,0,0,4,4,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,39,41,82,114,124,243
5432,0,0,0,9,0,7,0,0,0,0,0,0,9,0,7,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,15,12,28
5433,0,9,7,38,35,78,8,6,13,0,0,0,51,40,89,33,31,66,3,0,4,0,0,0,34,32,69,0,0,0,0,0,0,0,0,3,5,8,17,0,0,0,9,9,20,0,3,5,0,3,4,0,0,0,7,8,11,0,0,0,6,13,19,0,0,0,0,3,3,0,0,0,0,6,6,46,46,95,150,156,304
5434,4,5,8,15,16,29,0,0,0,0,0,0,15,16,29,3,5,8,0,0,0,0,0,0,3,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,49,42,88,71,76,146
5440,0,0,0,5,6,10,0,0,0,0,0,0,5,6,10,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,19,35,23,35,64
5451,9,0,9,27,19,49,0,0,0,3,0,3,30,19,54,18,13,28,0,0,0,3,3,8,16,16,35,3,0,3,0,3,3,3,5,4,0,3,3,0,0,0,7,9,14,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,10,11,0,0,0,0,0,3,0,0,0,0,5,4,34,46,78,95,102,198
5452,3,3,11,25,19,43,0,3,6,0,0,0,27,25,51,15,6,24,0,0,0,0,0,0,20,9,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,3,3,0,0,0,0,3,3,16,19,27,65,56,126
5453,35,43,77,102,112,215,98,105,198,31,31,60,222,249,473,127,125,256,5,0,3,14,13,24,141,140,283,3,3,9,3,8,10,11,12,25,14,21,30,0,0,0,27,42,70,3,6,13,5,8,16,0,0,0,13,19,37,0,0,0,29,40,66,3,3,6,7,12,17,0,0,0,9,16,19,176,175,351,646,690,1335
5454,3,3,6,15,16,29,4,0,6,6,0,6,18,20,38,11,10,19,0,0,0,0,0,0,11,10,19,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,4,4,17,7,24,53,45,101
5455,0,0,0,0,3,3,0,3,3,3,0,3,5,3,11,3,5,11,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,14,27
5460,0,4,8,33,33,66,0,3,3,4,6,7,33,39,76,21,29,47,0,3,3,4,8,12,27,37,64,3,0,4,0,0,0,4,3,7,0,7,4,0,0,0,10,9,14,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,6,8,0,3,3,3,3,8,0,0,0,3,4,12,23,24,48,98,127,226
5461,20,16,34,69,65,133,0,3,3,32,44,77,100,114,213,54,40,97,0,0,3,28,30,61,79,73,157,0,0,0,0,0,0,4,3,6,11,11,15,0,0,0,13,15,31,3,9,6,0,3,4,0,0,3,3,8,13,0,0,0,11,16,26,0,3,3,4,6,7,0,0,0,6,6,12,91,87,178,323,331,652
5462,8,4,8,25,17,44,3,7,6,4,4,5,30,24,56,15,24,40,0,0,0,3,3,4,18,24,41,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,6,6,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,16,12,23,66,80,151
5464,12,0,13,23,15,38,3,0,7,5,3,6,37,20,51,18,13,34,0,0,0,0,0,3,24,20,39,3,0,3,0,0,0,0,4,4,0,3,3,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,34,17,48,102,68,172
5470,3,0,3,0,0,3,0,0,0,0,0,0,0,0,3,6,0,5,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,20,8,30
5471,0,0,3,5,0,5,0,0,0,0,0,0,5,0,5,0,6,8,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,10,25
5472,0,0,0,3,8,12,0,3,3,0,0,0,3,6,11,0,8,10,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,15,21,40
5473,5,3,8,29,24,48,13,11,30,0,3,3,45,43,84,13,17,26,0,0,3,0,0,3,13,20,35,0,3,3,0,6,6,0,0,0,0,3,4,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,34,25,54,91,102,197
5480,12,5,13,20,18,38,12,3,15,0,0,0,36,18,58,20,7,28,0,0,0,0,4,7,24,18,38,0,3,3,0,0,0,3,0,3,0,0,3,0,0,0,5,9,11,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,3,3,18,14,35,94,70,161
5481,3,0,3,21,21,41,0,0,0,0,0,0,21,21,41,14,15,24,0,0,0,0,0,3,19,13,32,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,4,4,4,3,0,3,0,0,0,0,0,0,0,7,7,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,12,13,27,56,58,114
5482,4,3,8,15,19,38,0,0,0,0,0,0,15,19,38,19,22,35,0,0,0,0,0,0,19,22,35,0,0,0,0,0,0,3,0,3,0,5,6,0,0,0,0,5,6,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,9,0,0,3,0,0,0,0,0,0,0,0,3,15,24,32,57,68,127
5483,0,4,3,23,15,38,0,0,0,0,0,0,23,15,38,12,5,15,0,0,0,0,0,0,12,5,15,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,8,26,53,45,91
5485,0,6,5,20,22,43,0,0,0,0,0,0,20,18,44,20,15,30,0,0,0,0,0,0,20,14,32,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,3,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,4,4,25,21,52,73,74,146
5490,0,0,0,0,7,6,4,0,8,0,0,0,5,11,11,0,3,7,3,3,3,0,0,0,4,7,14,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,25,28,31,58
5491,7,7,11,44,40,84,23,36,59,0,0,0,69,76,147,45,29,83,6,3,4,0,0,0,50,37,84,0,0,0,0,3,3,3,0,5,10,4,8,0,0,0,8,13,20,0,3,3,0,6,3,0,0,0,5,8,5,0,0,0,6,12,21,0,0,6,0,0,0,0,0,0,5,0,6,53,66,122,205,206,412
5493,0,0,0,3,0,3,3,3,8,0,0,0,5,3,8,6,3,6,0,0,0,0,0,0,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,5,3,8,18,11,27
5495,3,0,0,12,11,19,8,3,9,0,0,0,13,13,29,6,9,11,6,4,4,0,0,3,10,14,25,0,0,0,0,0,0,0,3,4,4,3,4,0,0,0,4,4,12,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,32,25,64,64,71,139
5501,46,42,91,279,224,499,29,39,67,95,77,173,400,341,739,104,112,220,46,48,98,70,58,130,223,224,448,4,10,14,7,18,21,15,30,45,14,43,58,0,0,0,37,99,134,34,27,63,3,19,23,6,0,5,7,20,25,0,0,0,48,69,121,0,10,13,5,21,24,0,0,0,14,28,37,313,261,572,1083,1060,2144
5502,17,9,20,50,45,87,5,4,9,12,11,20,65,58,121,20,23,42,13,14,22,8,17,25,41,46,91,3,0,3,0,3,3,3,4,8,5,3,9,0,0,0,11,15,29,5,15,20,0,4,4,0,0,0,0,5,4,0,0,0,8,20,28,0,0,3,0,7,7,0,0,0,0,6,7,52,64,112,202,217,415
5510,0,0,0,3,0,4,0,0,0,3,3,4,4,6,6,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,4,3,11,13,16,31
5520,0,0,3,37,25,64,0,0,0,0,0,0,37,25,62,13,12,27,0,0,0,0,0,0,17,12,27,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,3,3,0,0,0,0,5,3,20,10,28,71,70,140
5521,0,0,0,5,5,12,0,0,0,0,0,0,5,5,12,3,9,10,0,0,0,0,0,0,3,9,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,19,23,45
5522,7,6,14,38,26,65,0,0,0,0,0,7,43,34,72,16,28,44,0,0,0,0,0,0,16,31,47,0,0,0,0,4,4,3,0,3,0,8,6,0,0,0,4,6,9,0,0,0,0,3,3,0,0,0,3,3,5,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,62,73,135,135,151,288
5523,8,12,22,81,98,176,4,8,10,3,3,7,84,103,191,16,27,47,16,13,36,6,8,9,42,49,91,0,0,0,7,4,7,0,3,3,0,7,11,0,0,0,9,18,22,3,6,8,0,4,4,0,3,3,0,11,10,0,0,0,7,22,27,0,0,0,3,3,8,0,0,0,4,3,12,68,59,133,227,266,492
5540,94,72,174,410,378,790,211,211,424,54,57,110,676,643,1321,264,243,509,174,187,355,46,53,96,480,487,964,16,29,42,4,35,39,39,35,73,45,58,99,0,0,3,106,154,263,15,43,59,8,18,24,3,13,11,21,48,67,0,0,0,47,121,167,11,19,28,5,25,31,0,0,0,17,45,59,547,581,1128,1966,2108,4072
5550,5,10,9,38,31,70,0,3,3,13,6,18,52,38,89,20,14,38,0,0,0,8,6,11,27,21,49,0,0,0,0,0,0,3,3,7,7,4,12,0,0,0,16,5,21,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,3,3,0,0,0,0,3,6,23,26,51,118,112,228
5552,4,3,9,14,9,29,0,0,0,3,10,13,20,20,41,8,7,13,0,0,0,4,0,4,13,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,24,26,52,64,60,116
5554,37,20,54,214,168,379,22,14,36,25,37,58,255,216,470,168,155,322,4,3,8,14,15,28,183,174,358,4,7,13,3,0,5,6,9,17,9,26,30,0,0,0,20,44,65,0,13,13,3,4,10,0,0,0,3,12,20,0,0,0,10,30,38,5,3,3,4,12,16,0,0,0,10,16,25,251,240,492,764,740,1503
5555,3,0,3,12,7,21,0,0,0,0,0,0,12,7,24,6,8,17,0,0,0,0,0,0,6,10,21,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,5,5,0,0,0,0,5,5,20,22,42,46,51,94
5556,23,19,43,116,74,195,26,39,60,6,10,13,144,125,267,93,66,166,0,0,0,6,3,9,107,74,178,4,3,7,3,5,5,5,8,16,6,10,18,0,0,0,22,32,51,0,3,3,3,3,5,4,0,3,3,12,18,0,0,0,9,19,29,0,4,8,3,5,12,0,0,0,4,10,15,176,180,351,479,447,927
5558,18,18,39,137,112,248,21,13,29,15,30,46,170,146,319,103,88,184,3,0,3,18,22,39,120,107,231,0,0,4,0,7,6,10,0,16,3,12,15,0,0,0,22,26,39,8,5,11,8,5,10,0,0,0,0,10,13,0,0,0,13,16,28,5,0,8,3,11,19,0,0,0,3,13,24,206,213,413,554,546,1100
5560,6,4,12,22,25,41,0,0,0,0,3,3,22,26,45,16,10,21,0,0,0,0,0,3,18,9,26,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,17,15,30,61,63,124
5570,0,0,3,3,7,14,0,0,0,4,3,6,12,9,15,6,7,13,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,60,48,54,100
5571,3,4,6,46,46,90,0,0,0,18,6,24,67,53,116,34,22,55,0,0,0,3,10,13,36,29,68,0,0,0,0,0,5,0,0,0,4,3,5,0,0,0,4,3,6,0,4,3,0,0,0,0,0,0,0,4,4,0,0,0,0,4,11,0,0,3,0,3,3,0,0,0,0,4,7,73,64,130,185,165,348
5572,0,3,3,3,8,8,0,0,0,0,0,0,3,8,8,7,3,11,0,0,0,0,3,4,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,19,24,38
5573,6,11,17,47,53,101,4,5,9,42,50,94,99,110,205,34,29,59,3,0,3,19,5,29,59,33,94,3,0,5,4,3,6,0,3,4,0,4,5,0,0,0,7,12,17,0,7,7,0,3,3,0,0,0,0,3,6,0,0,0,3,17,15,0,0,3,3,6,10,0,0,0,7,5,8,71,67,138,245,251,497
5575,14,13,24,93,75,164,0,0,0,4,8,18,98,85,187,49,49,97,0,0,0,5,9,11,49,57,113,0,0,0,0,3,3,3,3,7,3,6,14,0,0,0,8,15,19,0,4,5,3,4,9,0,0,0,0,5,5,0,0,0,3,9,13,0,0,0,0,7,7,0,0,0,0,7,7,85,75,157,259,258,520
5576,3,5,9,27,17,43,25,15,43,0,0,0,57,38,89,27,26,55,3,0,3,3,3,3,31,27,63,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,8,13,3,0,3,0,5,8,0,0,0,3,9,7,19,22,41,118,111,227
5577,4,0,4,12,22,35,3,0,3,0,0,0,19,22,35,13,7,22,0,0,0,0,0,3,15,7,23,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,3,17,20,40,59,57,115
5580,0,3,3,12,8,17,0,0,0,0,3,3,10,16,21,6,3,10,0,0,0,6,3,4,12,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,3,0,0,0,0,3,3,9,9,16,31,36,66
5581,0,0,3,5,5,11,0,0,0,0,0,0,5,5,11,7,3,7,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,15,11,27,27,37,66
5582,6,7,12,11,11,26,0,0,0,0,0,0,17,13,25,15,10,24,0,0,0,0,0,0,21,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,26,17,47,67,53,120
5583,3,3,5,16,22,42,7,0,6,3,0,3,28,24,50,16,22,34,0,0,0,0,0,0,19,20,38,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,3,3,7,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,31,35,68,82,95,175
