_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
5279,..,0,9,15,23,22,21,8,0,99,..,0,4,3,4,0,3,0,0,22,..,0,0,0,0,0,0,0,0,7,46,..,..,..,..,..,..,..,..,46,..,7,..,..,..,..,..,..,..,7,..,12,0,0,3,0,0,0,0,17,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,9,..,0,0,3,3,10,8,3,0,23,0,0,0,0,0,0,0,0,0,4,46,18,14,24,34,39,37,14,0,228,..,0,12,18,14,36,18,9,0,98,..,0,0,6,9,4,3,0,0,20,..,0,4,4,0,0,0,3,0,19,45,..,..,..,..,..,..,..,..,45,..,15,..,..,..,..,..,..,..,15,..,3,0,3,3,0,0,0,0,7,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5280,..,4,104,176,244,325,247,139,34,1278,..,23,60,57,79,49,29,5,0,302,..,0,6,22,22,17,0,4,4,63,605,..,..,..,..,..,..,..,..,605,..,122,..,..,..,..,..,..,..,122,..,147,37,27,12,4,4,0,0,229,..,22,3,4,0,0,3,0,0,37,..,11,5,4,3,0,3,0,0,27,..,11,8,5,11,6,8,3,0,51,..,21,48,57,98,117,73,27,21,462,10,18,20,14,11,8,22,9,0,107,618,374,283,361,481,537,389,188,58,3289,..,13,142,215,280,322,227,101,11,1316,..,38,80,62,72,40,23,4,0,319,..,5,32,52,58,25,12,11,10,204,577,..,..,..,..,..,..,..,..,577,..,129,..,..,..,..,..,..,..,129,..,87,22,3,6,8,3,0,0,125,..,6,0,0,3,0,5,8,4,29,..,7,3,3,0,0,0,0,0,16
5290,..,27,456,727,813,829,701,400,125,4071,..,141,325,180,157,114,38,6,0,955,..,7,29,49,90,39,14,3,8,237,2400,..,..,..,..,..,..,..,..,2400,..,442,..,..,..,..,..,..,..,442,..,462,161,66,46,15,3,0,0,756,..,62,24,22,9,20,11,9,4,160,..,43,22,15,9,5,6,0,0,97,..,119,79,23,31,36,16,4,7,316,..,86,199,212,301,292,203,137,53,1487,59,58,83,42,39,30,31,20,3,367,2457,1448,1387,1334,1491,1384,1014,570,201,11288,..,45,619,782,840,843,635,316,43,4127,..,233,283,177,159,98,33,0,0,984,..,73,221,300,272,99,36,39,21,1055,2264,..,..,..,..,..,..,..,..,2264,..,496,..,..,..,..,..,..,..,496,..,292,63,20,28,17,3,0,0,427,..,43,22,3,12,22,30,12,11,161,..,26,13,0,3,4,0,0,0,51
5291,..,10,133,336,490,425,301,109,23,1816,..,22,85,70,72,48,19,3,0,314,..,0,6,6,13,10,3,5,0,47,897,..,..,..,..,..,..,..,..,897,..,172,..,..,..,..,..,..,..,172,..,193,66,17,19,3,0,0,0,290,..,18,13,0,4,3,3,4,3,42,..,3,0,0,3,3,0,0,0,14,..,13,13,8,11,7,6,4,0,63,..,12,27,34,82,97,72,35,9,366,8,15,13,16,7,16,17,0,0,97,912,451,356,497,701,605,418,155,37,4122,..,16,187,383,497,426,254,66,18,1839,..,36,90,71,67,48,5,0,0,322,..,6,23,33,37,16,9,0,3,138,791,..,..,..,..,..,..,..,..,791,..,203,..,..,..,..,..,..,..,203,..,103,20,12,8,0,0,0,0,143,..,9,0,0,0,5,5,3,0,28,..,15,0,0,0,0,0,0,0,18
5301,..,0,7,19,25,43,26,9,0,129,..,0,4,3,0,3,0,0,0,14,..,0,0,3,3,3,0,0,0,10,65,..,..,..,..,..,..,..,..,65,..,12,..,..,..,..,..,..,..,12,..,8,3,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,7,10,8,7,0,0,32,0,0,0,4,0,0,0,0,0,13,65,16,20,34,37,66,34,12,0,281,..,0,14,18,31,39,18,8,0,131,..,3,3,4,0,3,0,0,0,19,..,0,3,0,3,0,0,0,0,13,44,..,..,..,..,..,..,..,..,44,..,10,..,..,..,..,..,..,..,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5302,..,0,16,33,40,36,42,19,4,179,..,0,9,6,0,0,0,3,0,15,..,0,0,0,0,0,0,0,0,3,63,..,..,..,..,..,..,..,..,63,..,13,..,..,..,..,..,..,..,13,..,11,4,3,4,0,0,0,0,19,..,0,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,3,0,0,0,9,..,0,5,9,4,10,9,3,3,45,3,0,0,4,3,0,3,0,0,11,65,25,40,51,59,49,54,22,7,368,..,0,20,41,35,34,36,15,0,180,..,3,5,3,4,4,0,0,0,16,..,0,4,4,5,3,0,0,0,20,62,..,..,..,..,..,..,..,..,62,..,12,..,..,..,..,..,..,..,12,..,7,0,3,3,0,0,0,0,15,..,0,0,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0
5303,..,0,3,10,7,3,4,3,0,35,..,0,3,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,3,..,..,..,..,..,..,..,3,..,9,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,6,3,0,11,0,0,0,0,0,3,0,0,0,4,19,15,18,11,16,9,15,5,0,100,..,0,4,8,5,4,7,0,0,33,..,0,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5304,..,0,15,30,24,32,27,14,3,138,..,0,3,5,5,8,4,0,0,26,..,0,0,0,3,3,3,0,0,8,56,..,..,..,..,..,..,..,..,56,..,7,..,..,..,..,..,..,..,7,..,12,7,3,4,0,0,0,0,26,..,0,0,0,0,0,0,0,0,4,..,0,3,0,3,0,0,0,0,5,..,7,3,0,0,0,0,0,0,11,..,3,15,3,8,12,11,5,6,64,0,0,5,0,0,3,4,0,0,12,56,32,49,43,52,56,46,16,10,353,..,0,18,24,33,32,11,8,0,136,..,3,7,3,10,4,0,0,0,27,..,0,4,3,3,3,0,0,0,17,66,..,..,..,..,..,..,..,..,66,..,9,..,..,..,..,..,..,..,9,..,6,6,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
5306,..,0,0,0,4,3,7,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,11,4,0,5,7,5,9,0,3,40,..,0,0,3,3,9,3,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5307,..,0,9,18,20,26,24,19,9,119,..,3,0,6,0,0,0,0,0,8,..,0,0,0,7,0,0,0,0,3,46,..,..,..,..,..,..,..,..,46,..,11,..,..,..,..,..,..,..,11,..,4,0,0,0,3,0,0,0,13,..,0,0,0,8,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,7,..,5,0,3,0,8,7,3,0,29,0,3,0,0,0,0,0,0,0,7,46,24,13,26,33,38,31,18,12,246,..,3,10,20,20,25,25,13,6,118,..,0,4,0,0,3,0,0,0,11,..,0,0,3,8,0,0,0,0,10,45,..,..,..,..,..,..,..,..,45,..,13,..,..,..,..,..,..,..,13,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4
5308,..,0,3,8,12,6,3,0,0,33,..,0,0,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,4,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,22,4,3,17,11,13,3,3,0,80,..,0,4,9,8,9,7,0,0,31,..,0,0,4,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,6,..,..,..,..,..,..,..,6,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5309,..,0,4,4,8,4,9,3,0,32,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,4,4,0,0,0,3,0,12,0,0,0,0,3,0,0,0,0,9,10,6,7,14,15,7,15,6,0,73,..,0,3,3,9,8,5,0,0,32,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5310,..,0,0,3,4,4,3,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,3,4,4,4,8,0,0,32,..,0,0,6,3,0,3,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5311,..,0,8,10,19,24,17,4,0,87,..,7,5,0,6,3,0,0,0,20,..,0,0,0,4,0,0,0,0,7,29,..,..,..,..,..,..,..,..,29,..,7,..,..,..,..,..,..,..,7,..,8,4,3,0,0,0,0,0,17,..,3,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,9,4,3,0,21,3,3,0,0,0,0,0,0,0,10,36,27,20,17,40,35,26,6,3,208,..,0,10,18,25,19,12,0,0,86,..,0,3,3,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,3,34,..,..,..,..,..,..,..,..,34,..,9,..,..,..,..,..,..,..,9,..,4,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5320,..,0,4,7,17,42,26,19,0,113,..,0,6,8,5,4,7,0,0,31,..,0,3,0,3,0,0,0,0,8,35,..,..,..,..,..,..,..,..,35,..,3,..,..,..,..,..,..,..,3,..,8,0,4,3,3,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,3,0,0,0,0,0,0,3,..,0,4,6,10,16,13,11,3,69,0,3,0,4,0,3,5,3,0,23,30,16,23,25,51,62,58,36,6,304,..,0,5,12,17,35,24,13,0,114,..,0,8,3,11,3,6,0,0,27,..,0,3,8,3,0,0,0,0,17,29,..,..,..,..,..,..,..,..,29,..,9,..,..,..,..,..,..,..,9,..,0,3,0,0,0,0,0,0,5,..,0,0,0,3,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0
5321,..,0,0,0,8,19,26,4,0,59,..,0,0,3,9,3,0,0,0,19,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,6,..,..,..,..,..,..,..,6,..,5,0,0,3,0,0,0,0,11,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3,..,0,8,0,5,11,4,3,0,39,0,0,0,3,0,0,0,0,0,3,20,16,13,8,24,37,30,12,0,169,..,0,0,6,8,24,19,3,0,57,..,0,3,4,7,3,3,0,0,21,..,0,3,4,0,0,0,0,0,8,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
5322,..,0,17,33,39,55,52,19,0,218,..,3,9,7,10,0,4,0,0,33,..,0,0,0,3,0,0,0,0,8,73,..,..,..,..,..,..,..,..,73,..,23,..,..,..,..,..,..,..,23,..,29,7,6,0,0,0,0,0,45,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,5,11,0,3,3,0,0,0,16,..,3,8,11,9,18,18,4,0,63,0,3,0,0,0,0,3,0,0,9,77,61,47,46,60,76,78,27,3,488,..,0,24,31,51,46,47,13,0,216,..,4,3,8,10,7,3,3,0,31,..,0,5,8,11,0,3,0,3,28,61,..,..,..,..,..,..,..,..,61,..,20,..,..,..,..,..,..,..,20,..,4,3,0,3,0,0,0,0,15,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5330,..,7,53,90,112,158,139,55,28,650,..,9,25,24,14,18,8,3,0,112,..,0,3,9,16,4,3,0,5,31,293,..,..,..,..,..,..,..,..,293,..,57,..,..,..,..,..,..,..,57,..,60,17,7,5,0,0,0,0,94,..,5,5,7,0,0,3,0,0,26,..,0,4,3,3,3,0,0,0,9,..,0,6,5,6,10,3,0,0,35,..,3,14,18,32,43,35,23,17,183,4,5,4,0,3,4,5,0,0,31,300,155,137,169,190,242,197,85,49,1520,..,9,66,103,135,162,124,52,7,659,..,17,28,21,18,20,11,0,0,117,..,9,15,34,29,6,3,0,0,99,265,..,..,..,..,..,..,..,..,265,..,63,..,..,..,..,..,..,..,63,..,29,7,0,0,0,3,0,0,41,..,5,0,0,7,3,3,4,6,25,..,5,0,0,0,0,0,0,0,5
5331,..,0,3,18,11,12,18,16,0,70,..,0,0,0,3,3,0,0,0,4,..,0,0,0,4,0,0,0,0,4,26,..,..,..,..,..,..,..,..,26,..,4,..,..,..,..,..,..,..,4,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,6,5,0,4,24,0,0,0,0,0,0,0,0,0,4,26,12,4,20,20,22,22,13,4,149,..,0,3,17,13,16,19,5,0,72,..,0,0,3,0,3,0,0,0,10,..,0,0,0,4,0,0,0,0,3,25,..,..,..,..,..,..,..,..,25,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5332,..,0,7,10,9,21,17,5,3,74,..,0,3,3,8,3,0,0,0,10,..,0,0,3,0,0,0,0,0,5,30,..,..,..,..,..,..,..,..,30,..,7,..,..,..,..,..,..,..,7,..,5,0,0,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,6,..,0,0,3,12,10,4,4,0,26,0,0,0,0,0,3,0,0,0,3,30,11,7,18,34,46,23,9,3,186,..,0,3,14,16,22,17,6,0,75,..,0,0,8,3,0,0,0,0,14,..,0,3,7,0,0,0,0,0,12,40,..,..,..,..,..,..,..,..,40,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5333,..,4,106,164,217,229,233,126,27,1106,..,29,50,42,18,29,8,5,3,177,..,0,0,13,21,11,0,0,3,47,496,..,..,..,..,..,..,..,..,496,..,120,..,..,..,..,..,..,..,120,..,92,27,17,9,7,0,0,0,158,..,16,8,3,0,3,0,0,3,34,..,4,3,0,3,0,0,0,0,17,..,17,28,5,11,3,0,0,0,65,..,12,32,34,68,71,56,32,22,325,9,16,7,6,8,15,6,3,0,69,504,311,262,274,367,370,307,164,58,2618,..,7,132,187,236,248,205,91,14,1122,..,38,42,42,32,10,9,3,0,176,..,13,29,53,52,10,12,9,7,185,501,..,..,..,..,..,..,..,..,501,..,119,..,..,..,..,..,..,..,119,..,54,17,4,6,9,0,0,0,97,..,9,4,3,3,3,3,0,5,35,..,4,0,0,0,3,0,0,0,6
5340,..,0,18,35,51,64,49,22,6,248,..,4,20,11,14,4,3,0,0,59,..,0,0,0,0,3,3,0,0,8,108,..,..,..,..,..,..,..,..,108,..,17,..,..,..,..,..,..,..,17,..,13,9,0,3,3,0,0,0,26,..,3,0,0,3,3,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,3,3,0,3,3,0,0,0,7,..,0,7,8,21,19,15,8,3,85,0,0,0,3,7,4,10,3,0,21,108,47,64,64,102,92,83,37,9,606,..,4,21,49,54,60,53,11,0,254,..,10,24,14,5,5,4,0,0,59,..,0,11,6,5,4,0,0,3,28,118,..,..,..,..,..,..,..,..,118,..,16,..,..,..,..,..,..,..,16,..,9,3,3,4,0,0,0,0,15,..,0,4,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0
5341,..,7,120,199,249,304,261,145,42,1329,..,38,94,56,39,31,14,3,0,274,..,3,0,23,28,12,7,3,4,82,627,..,..,..,..,..,..,..,..,627,..,137,..,..,..,..,..,..,..,137,..,153,60,26,28,10,7,0,0,273,..,22,9,8,3,15,3,0,0,62,..,12,15,9,4,0,0,0,0,44,..,22,24,20,27,16,6,0,0,115,..,23,48,51,79,82,58,31,26,406,8,24,13,7,7,18,13,8,3,100,639,439,389,393,463,492,367,191,77,3448,..,20,176,216,278,299,238,106,20,1345,..,52,95,58,42,29,11,5,0,292,..,10,54,72,61,18,21,11,13,259,585,..,..,..,..,..,..,..,..,585,..,157,..,..,..,..,..,..,..,157,..,85,21,10,9,3,0,0,0,123,..,17,4,4,7,11,8,10,3,58,..,13,0,7,0,0,0,0,0,23
5342,..,0,15,28,42,78,50,17,5,229,..,4,3,8,15,6,0,0,0,42,..,0,0,0,4,0,0,0,0,3,87,..,..,..,..,..,..,..,..,87,..,26,..,..,..,..,..,..,..,26,..,20,8,7,0,0,0,0,0,40,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,7,..,3,0,0,0,0,3,0,0,13,..,0,3,7,17,11,13,0,0,61,3,0,0,0,0,3,0,0,0,14,95,61,36,57,80,104,66,20,5,532,..,0,11,42,61,66,40,7,3,234,..,3,7,8,18,6,4,0,0,51,..,0,4,10,15,6,0,0,0,40,91,..,..,..,..,..,..,..,..,91,..,27,..,..,..,..,..,..,..,27,..,14,7,3,0,0,0,0,0,27,..,3,3,0,0,3,0,0,0,10,..,0,3,0,0,0,0,0,0,3
5343,..,7,66,114,133,166,154,95,23,761,..,24,62,45,29,28,7,4,0,189,..,0,7,10,12,11,7,3,0,50,436,..,..,..,..,..,..,..,..,436,..,86,..,..,..,..,..,..,..,86,..,74,28,13,19,9,0,0,0,137,..,12,7,9,4,4,8,0,0,47,..,13,9,0,3,3,0,0,0,31,..,26,17,4,9,11,8,0,0,76,..,14,44,36,61,76,45,26,7,305,14,5,11,7,11,3,5,3,0,58,447,253,252,235,274,310,235,127,40,2176,..,7,92,125,138,188,116,83,10,764,..,41,46,47,30,24,6,3,0,195,..,11,53,56,43,22,10,8,10,207,391,..,..,..,..,..,..,..,..,391,..,79,..,..,..,..,..,..,..,79,..,34,19,4,7,0,3,0,0,71,..,14,6,0,8,8,8,4,4,48,..,13,3,0,0,0,0,0,0,19
5344,..,0,17,31,43,48,36,21,3,195,..,0,8,9,11,3,3,0,0,43,..,0,3,4,3,4,0,0,0,12,108,..,..,..,..,..,..,..,..,108,..,22,..,..,..,..,..,..,..,22,..,19,9,3,5,5,0,0,0,44,..,3,3,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,5,..,0,4,3,14,15,14,3,0,50,0,4,0,0,3,0,0,0,0,10,105,51,40,51,81,69,58,21,3,487,..,4,17,33,55,42,35,8,0,198,..,0,9,12,12,3,0,0,0,40,..,4,0,6,5,4,0,6,0,26,65,..,..,..,..,..,..,..,..,65,..,23,..,..,..,..,..,..,..,23,..,8,3,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
5345,..,3,47,74,93,139,129,86,25,597,..,19,30,27,26,19,13,3,0,141,..,0,0,8,12,10,0,3,3,42,292,..,..,..,..,..,..,..,..,292,..,67,..,..,..,..,..,..,..,67,..,71,34,13,11,5,0,0,0,136,..,3,5,0,6,0,0,3,0,12,..,3,3,0,0,3,0,0,0,7,..,10,7,3,12,8,0,5,0,44,..,6,19,24,44,49,45,27,14,222,17,4,6,4,3,11,5,3,0,55,306,181,152,166,202,240,199,126,43,1614,..,3,53,96,116,127,119,70,10,603,..,23,35,22,31,11,8,0,0,139,..,6,21,31,32,20,9,9,6,138,263,..,..,..,..,..,..,..,..,263,..,46,..,..,..,..,..,..,..,46,..,46,14,3,0,4,0,0,0,67,..,6,4,0,0,3,3,7,0,28,..,0,3,0,0,0,0,0,0,9
5346,..,0,0,9,15,28,20,4,3,78,..,3,4,8,0,3,0,0,0,12,..,0,0,0,3,0,0,0,0,3,34,..,..,..,..,..,..,..,..,34,..,5,..,..,..,..,..,..,..,5,..,11,6,0,0,0,0,0,0,14,..,0,0,0,4,0,3,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,3,0,16,4,3,0,0,0,0,0,0,0,9,39,23,14,17,27,38,26,7,3,181,..,0,0,13,20,30,13,0,4,80,..,3,3,0,0,0,0,0,0,15,..,0,3,4,0,0,0,0,3,9,32,..,..,..,..,..,..,..,..,32,..,8,..,..,..,..,..,..,..,8,..,4,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
