_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
5144,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,6,4,5,0,8,0,0,0,0,0,0,0,0,0,3,28,20,11,18,31,46,22,6,3,190,..,0,8,24,47,64,36,10,3,185,..,3,6,10,4,14,8,0,0,40,..,0,0,0,4,0,0,0,0,9,50,..,..,..,..,..,..,..,..,50,..,23,..,..,..,..,..,..,..,23,..,20,3,4,3,0,0,0,0,29,..,0,0,0,5,3,0,0,0,5,..,5,0,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,9,10,5,0,32,0,0,4,0,0,0,0,0,0,9,50,48,17,38,61,94,52,9,3,376
5150,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,0,0,26,..,0,0,0,9,10,7,0,0,29,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,7,9,10,8,5,0,52
5151,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,3,4,15,0,0,0,0,0,0,0,0,0,0,36,23,14,13,32,28,18,5,4,161,..,0,18,24,50,31,34,9,0,160,..,0,3,3,8,6,0,0,0,20,..,0,0,0,4,6,0,0,0,11,67,..,..,..,..,..,..,..,..,67,..,25,..,..,..,..,..,..,..,25,..,8,8,0,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,9,0,0,0,3,0,0,0,10,..,0,0,0,3,6,3,7,4,21,0,5,0,0,0,0,0,0,0,3,67,50,27,26,62,52,38,12,8,334
5152,..,0,3,3,4,4,3,3,3,22,..,3,11,12,21,48,74,43,41,257,6,3,3,5,3,5,13,0,0,43,596,262,199,407,465,432,367,145,64,2936,..,0,161,538,652,584,510,188,36,2666,..,14,72,85,106,69,45,7,0,407,..,0,5,41,67,40,14,10,9,180,1194,..,..,..,..,..,..,..,..,1194,..,392,..,..,..,..,..,..,..,392,..,137,79,27,17,8,5,0,0,268,..,16,11,4,4,9,13,7,0,68,..,3,7,3,4,5,0,0,3,27,..,3,3,3,5,12,7,8,3,36,..,11,16,31,48,86,125,65,61,437,15,9,3,6,7,13,9,0,0,70,1207,586,364,733,910,821,723,284,107,5737
5153,..,7,3,0,3,8,3,0,0,38,..,5,6,14,28,48,51,34,13,192,0,10,5,3,3,5,4,3,3,38,532,363,240,382,542,494,278,97,39,2962,..,0,208,483,707,683,399,111,20,2609,..,18,106,109,157,118,51,3,0,562,..,5,9,33,65,29,14,9,9,176,1096,..,..,..,..,..,..,..,..,1096,..,445,..,..,..,..,..,..,..,445,..,221,98,18,22,6,4,0,0,373,..,8,12,7,11,11,6,7,9,66,..,21,13,5,5,3,0,0,0,45,..,7,11,12,9,19,13,0,0,74,..,11,16,30,60,107,105,47,22,396,4,27,10,6,5,15,9,3,3,90,1105,763,481,699,1044,995,605,177,70,5934
5154,..,0,4,0,0,7,6,0,0,23,..,3,3,3,5,16,35,18,11,92,9,3,0,4,0,3,6,0,0,26,339,167,72,231,243,268,220,46,26,1614,..,0,55,311,364,375,337,82,11,1535,..,3,22,43,48,56,15,7,0,195,..,3,4,19,25,16,14,3,6,82,655,..,..,..,..,..,..,..,..,655,..,222,..,..,..,..,..,..,..,222,..,90,45,12,6,3,3,0,0,163,..,12,3,0,0,6,3,3,4,34,..,7,0,0,3,0,0,0,0,9,..,8,8,8,3,9,7,0,0,40,..,6,9,9,26,33,49,19,14,160,13,6,3,10,8,4,6,0,0,48,663,355,148,407,477,508,433,113,37,3135
5155,..,3,0,6,4,11,3,3,0,27,..,3,9,10,22,53,53,26,14,193,0,3,4,3,3,4,4,0,0,25,391,186,194,289,284,267,170,61,23,1871,..,4,169,371,319,294,209,56,15,1436,..,9,85,83,68,53,13,0,0,319,..,0,16,40,61,32,17,8,9,171,760,..,..,..,..,..,..,..,..,760,..,215,..,..,..,..,..,..,..,215,..,87,61,21,8,9,0,0,0,180,..,6,0,3,0,7,3,3,3,33,..,11,10,3,0,0,0,0,0,26,..,3,7,12,9,12,6,3,0,62,..,9,13,30,63,91,74,43,15,332,4,6,13,10,5,12,8,0,0,57,767,357,377,572,536,519,332,113,39,3602
5156,..,0,0,0,0,0,0,0,0,4,..,3,0,3,0,8,4,0,3,24,0,3,3,0,0,0,0,0,0,6,88,52,38,72,66,74,35,13,7,444,..,0,34,84,90,100,75,17,4,406,..,4,12,17,23,16,3,0,0,84,..,0,0,11,17,5,0,0,0,34,179,..,..,..,..,..,..,..,..,179,..,55,..,..,..,..,..,..,..,55,..,37,12,3,3,0,0,0,0,59,..,0,4,0,0,0,0,0,0,8,..,3,0,4,0,0,0,0,0,9,..,0,0,7,0,3,4,0,0,15,..,3,3,4,12,21,13,0,3,58,0,3,3,0,0,3,3,0,0,14,179,108,72,126,137,150,102,28,9,914
5157,..,0,0,0,3,3,0,0,0,10,..,3,0,0,4,20,22,17,4,67,5,8,5,3,3,0,0,0,0,20,237,172,71,161,241,249,163,51,14,1355,..,4,49,208,329,361,273,60,8,1297,..,3,21,49,66,64,6,4,0,211,..,0,7,16,26,13,5,8,0,71,441,..,..,..,..,..,..,..,..,441,..,181,..,..,..,..,..,..,..,181,..,111,52,13,9,3,0,0,0,194,..,8,3,0,6,4,9,5,3,38,..,5,0,3,0,0,7,0,0,18,..,3,0,3,4,6,0,3,0,26,..,3,5,12,19,45,40,19,8,157,9,14,3,8,3,8,5,0,0,54,449,334,148,316,471,495,351,102,24,2684
5158,..,44,41,18,25,22,18,8,0,164,..,19,58,56,95,228,206,111,62,842,42,47,35,27,18,27,9,5,5,217,2239,1485,1548,1779,1775,1806,923,357,129,12026,..,30,1316,2298,2422,2507,1359,435,92,10461,..,140,627,398,317,190,70,14,0,1744,..,23,95,270,298,159,52,23,19,944,4570,..,..,..,..,..,..,..,..,4570,..,1426,..,..,..,..,..,..,..,1426,..,987,495,123,43,24,6,0,0,1672,..,77,47,26,16,45,31,32,16,280,..,75,44,21,19,8,3,0,0,162,..,79,126,37,35,50,26,14,3,363,..,38,172,186,229,391,299,159,89,1559,65,94,81,51,34,50,34,8,7,419,4632,2969,2992,3401,3415,3411,1873,682,228,23603
5159,..,46,40,16,16,26,16,3,0,168,..,18,72,79,119,248,309,270,153,1262,32,53,40,24,15,39,39,15,5,262,2721,1961,1781,2115,2345,2372,1550,697,256,15797,..,47,1449,2701,3157,3372,2283,783,193,13988,..,178,720,535,433,263,94,18,3,2243,..,14,128,316,377,236,68,42,14,1195,5607,..,..,..,..,..,..,..,..,5607,..,2074,..,..,..,..,..,..,..,2074,..,1259,669,135,61,26,3,0,0,2145,..,139,51,20,26,68,65,39,20,426,..,92,47,31,11,9,4,0,0,197,..,93,123,42,40,43,39,10,3,397,..,35,187,214,328,444,476,338,211,2234,74,109,91,66,43,57,58,26,5,521,5685,4043,3466,4056,4477,4514,3082,1265,454,31034
5160,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,..,0,0,0,0,0,3,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,3,3,8,0,0,15
5161,..,25,24,17,14,16,4,4,0,93,..,8,49,41,49,113,156,120,93,627,18,24,13,10,5,9,10,4,0,97,813,559,723,617,620,638,538,272,133,4919,..,29,580,664,643,756,655,285,74,3687,..,104,357,159,119,52,39,4,0,838,..,9,67,134,159,99,43,20,14,537,1731,..,..,..,..,..,..,..,..,1731,..,440,..,..,..,..,..,..,..,440,..,364,181,69,39,12,3,0,0,662,..,38,37,11,18,27,14,14,6,178,..,36,20,9,8,0,0,0,0,70,..,63,74,31,26,30,4,3,5,240,..,22,129,136,154,196,223,156,118,1126,25,38,38,30,17,14,21,6,0,188,1753,1137,1486,1235,1186,1182,1003,489,218,9696
5162,..,76,75,34,37,38,29,7,0,304,..,60,148,136,251,435,526,354,175,2075,53,71,66,27,35,36,41,11,10,344,2877,2039,2177,2114,2300,2089,1836,840,296,16570,..,90,1493,2094,2447,2339,2124,893,171,11658,..,425,1037,580,432,272,124,26,5,2897,..,80,297,554,531,280,123,63,31,1955,5877,..,..,..,..,..,..,..,..,5877,..,1668,..,..,..,..,..,..,..,1668,..,1205,607,226,121,32,7,0,0,2201,..,168,101,42,54,88,70,50,19,594,..,128,66,30,33,22,7,0,0,288,..,163,191,98,107,86,63,13,8,727,..,106,404,408,562,755,773,482,230,3712,98,147,134,74,62,56,67,18,13,663,5972,4173,4328,4099,4352,3928,3352,1549,468,32237
5163,..,25,38,10,21,34,15,0,0,148,..,23,56,60,94,207,162,73,36,705,30,37,26,22,13,14,12,6,3,164,1223,812,883,842,928,958,715,222,78,6656,..,37,541,749,939,1073,893,294,53,4575,..,157,387,249,179,113,37,10,0,1134,..,38,173,249,231,114,75,19,9,906,2418,..,..,..,..,..,..,..,..,2418,..,602,..,..,..,..,..,..,..,602,..,518,272,112,57,4,3,0,0,970,..,81,33,18,20,27,39,12,8,236,..,57,36,16,14,9,3,0,0,136,..,57,108,44,55,62,32,3,0,354,..,31,139,168,241,342,271,120,51,1361,71,74,57,56,31,36,24,8,5,366,2493,1650,1746,1666,1768,1781,1365,467,133,13065
5164,..,26,19,7,9,14,8,0,0,82,..,15,25,29,46,81,99,68,38,401,18,11,10,4,10,7,4,0,0,69,453,307,325,281,279,295,292,129,56,2412,..,20,156,212,192,236,316,103,19,1260,..,48,149,85,68,26,21,9,0,418,..,37,80,91,84,55,19,12,4,385,882,..,..,..,..,..,..,..,..,882,..,185,..,..,..,..,..,..,..,185,..,131,84,41,20,12,0,0,0,283,..,45,9,9,15,22,10,14,4,125,..,21,14,5,8,4,0,0,0,51,..,61,34,25,24,28,14,5,0,191,..,25,63,92,136,139,155,105,48,766,29,30,24,12,20,7,4,3,0,133,907,606,615,586,569,530,544,249,83,4683
5165,..,28,20,5,15,11,6,3,0,82,..,11,19,26,32,63,67,69,25,327,11,13,9,3,8,5,5,0,3,54,390,323,330,271,302,274,231,188,69,2375,..,32,175,206,259,270,262,178,62,1446,..,87,172,94,65,27,15,10,0,477,..,23,62,98,97,42,22,24,15,378,813,..,..,..,..,..,..,..,..,813,..,179,..,..,..,..,..,..,..,179,..,176,76,18,27,14,3,0,0,315,..,25,12,7,15,20,8,6,3,95,..,31,13,7,11,9,0,0,0,67,..,53,43,27,29,25,12,6,0,191,..,27,65,81,122,121,127,104,49,692,25,23,26,16,17,8,9,4,3,134,838,653,640,556,635,550,455,331,134,4787
5166,..,7,6,4,3,7,4,0,0,33,..,3,10,5,12,24,27,26,5,113,5,8,7,4,3,3,3,0,3,46,125,111,112,88,113,121,134,56,11,862,..,5,41,68,77,110,165,56,5,532,..,24,65,27,32,24,4,0,0,181,..,3,24,36,46,15,12,6,3,143,264,..,..,..,..,..,..,..,..,264,..,67,..,..,..,..,..,..,..,67,..,53,27,23,14,5,0,0,0,117,..,7,3,3,3,5,3,3,0,32,..,4,8,3,4,0,0,0,0,20,..,12,18,3,10,13,6,3,0,72,..,4,29,24,42,57,55,31,13,256,19,14,11,5,11,3,8,0,3,71,280,208,225,198,231,244,256,106,18,1757
5167,..,18,16,4,7,3,3,0,0,54,..,5,15,17,30,92,76,51,29,311,9,16,6,7,3,11,3,3,0,54,438,295,299,362,365,388,291,131,48,2622,..,3,188,381,393,420,379,151,26,1947,..,48,147,134,117,50,12,6,0,514,..,4,35,67,87,45,12,6,7,264,879,..,..,..,..,..,..,..,..,879,..,266,..,..,..,..,..,..,..,266,..,160,86,24,12,13,0,0,0,295,..,28,20,11,5,7,12,7,4,92,..,33,9,6,4,3,0,3,0,62,..,31,46,12,15,9,8,5,0,136,..,11,43,62,89,144,121,87,48,596,10,27,15,14,21,17,8,8,0,114,886,613,583,711,745,711,553,266,83,5161
5168,..,12,11,4,5,16,5,0,0,50,..,4,24,15,36,86,93,51,21,326,11,6,8,9,10,3,5,10,0,54,491,300,364,324,350,365,259,110,32,2603,..,14,253,309,338,369,284,99,27,1699,..,72,183,106,82,69,13,0,0,531,..,18,61,88,83,49,26,4,3,333,1006,..,..,..,..,..,..,..,..,1006,..,219,..,..,..,..,..,..,..,219,..,206,101,25,14,3,0,0,0,346,..,26,17,15,5,19,8,6,0,99,..,17,15,3,3,0,0,0,0,44,..,14,38,14,17,20,5,3,0,111,..,18,58,66,109,134,128,63,25,599,20,23,17,18,20,4,10,10,0,117,1023,625,742,650,670,667,482,187,51,5102
5169,..,38,30,6,27,20,14,3,0,142,..,19,75,54,82,164,194,128,81,808,34,48,27,17,11,19,10,4,6,176,1749,1009,1205,1145,1067,916,690,331,157,8280,..,66,938,1196,1116,1044,852,383,126,5708,..,257,607,385,236,136,27,17,0,1665,..,34,176,286,257,98,30,22,15,924,3448,..,..,..,..,..,..,..,..,3448,..,737,..,..,..,..,..,..,..,737,..,590,220,49,40,23,6,0,0,925,..,85,47,19,30,38,42,9,10,281,..,74,34,10,15,10,3,0,0,155,..,76,94,35,49,38,22,6,3,322,..,49,171,148,200,272,278,182,111,1415,66,84,60,45,27,36,14,11,6,354,3515,2046,2349,2175,1975,1698,1277,619,274,15925
5170,..,0,3,0,0,0,0,0,0,8,..,3,5,0,13,15,10,15,0,70,3,3,4,0,3,6,3,0,0,23,100,60,63,70,105,88,40,28,13,568,..,0,39,83,86,86,56,29,6,387,..,7,36,26,39,21,6,0,0,128,..,0,3,8,15,10,0,3,5,52,183,..,..,..,..,..,..,..,..,183,..,53,..,..,..,..,..,..,..,53,..,40,17,0,8,5,0,0,0,68,..,0,0,3,0,0,3,3,4,16,..,5,0,3,3,0,0,0,0,11,..,0,6,5,3,7,0,0,0,20,..,4,17,10,24,32,21,20,4,126,3,6,8,0,7,5,6,0,0,33,180,119,126,144,180,163,89,49,19,1075
5171,..,5,3,3,3,11,0,7,3,39,..,5,8,12,21,54,57,66,72,288,4,15,5,4,3,10,8,3,3,54,461,274,202,342,450,382,363,197,100,2776,..,0,169,453,604,504,530,238,53,2547,..,15,76,95,82,61,24,14,0,358,..,0,19,41,66,24,11,11,0,181,940,..,..,..,..,..,..,..,..,940,..,313,..,..,..,..,..,..,..,313,..,202,78,21,16,14,4,0,0,333,..,21,8,3,0,10,12,11,7,73,..,7,0,3,6,3,0,0,0,25,..,6,4,10,14,19,3,10,4,69,..,11,10,37,52,93,104,92,86,490,12,18,10,6,6,17,18,7,3,94,950,596,373,672,848,754,702,378,153,5413
5172,..,4,3,0,4,6,3,0,3,23,..,3,3,3,14,33,45,38,19,158,4,6,3,0,0,4,7,4,0,29,340,209,117,271,296,295,207,99,34,1865,..,3,78,311,380,402,276,117,22,1597,..,23,51,113,86,60,25,4,0,354,..,0,7,30,52,14,10,3,3,120,663,..,..,..,..,..,..,..,..,663,..,232,..,..,..,..,..,..,..,232,..,147,62,16,9,4,0,0,0,231,..,12,0,5,4,6,10,5,3,42,..,11,5,4,0,4,0,0,0,36,..,8,7,4,5,8,6,0,7,46,..,7,11,14,34,68,61,58,26,279,4,8,17,7,0,10,9,4,0,55,668,445,244,502,571,578,400,200,58,3654
5173,..,26,22,13,14,24,4,0,0,103,..,20,41,51,94,150,155,92,32,636,26,33,14,10,10,10,12,8,0,120,1347,692,798,876,770,643,547,247,66,5992,..,44,607,824,715,648,585,296,50,3764,..,150,365,280,232,116,58,9,7,1212,..,30,147,222,219,87,33,16,14,764,2691,..,..,..,..,..,..,..,..,2691,..,561,..,..,..,..,..,..,..,561,..,371,137,38,29,16,4,0,0,592,..,44,35,16,13,25,15,15,7,166,..,48,26,12,10,13,0,0,0,107,..,52,61,27,43,42,20,0,0,242,..,40,109,126,234,260,251,133,52,1207,47,54,28,26,30,21,33,11,0,246,2734,1390,1501,1571,1527,1220,990,477,132,11545
5174,..,3,6,0,3,7,5,3,0,27,..,0,11,12,14,40,24,7,4,115,0,6,3,3,10,3,4,0,0,28,271,151,185,176,216,189,113,31,11,1337,..,9,115,178,214,196,153,43,10,916,..,24,111,59,84,53,19,0,0,355,..,5,20,32,42,22,3,5,3,133,517,..,..,..,..,..,..,..,..,517,..,138,..,..,..,..,..,..,..,138,..,113,34,9,11,0,0,0,0,170,..,3,4,0,5,5,3,4,0,33,..,9,8,5,5,3,0,0,0,28,..,4,8,4,10,13,10,3,0,51,..,3,23,41,66,61,43,16,10,275,7,15,5,11,16,3,8,0,0,60,529,338,334,342,447,350,243,75,20,2679
5201,..,7,0,3,0,0,0,0,0,10,..,0,8,11,13,23,12,3,3,70,0,8,0,0,0,3,0,0,0,13,150,118,107,117,166,146,79,16,11,899,..,7,71,121,200,195,114,25,7,744,..,13,50,42,41,32,15,3,0,200,..,0,16,19,26,16,0,4,5,83,315,..,..,..,..,..,..,..,..,315,..,108,..,..,..,..,..,..,..,108,..,61,25,0,8,7,0,0,0,105,..,6,0,0,7,4,10,3,0,33,..,3,10,0,3,0,0,0,0,18,..,5,12,3,3,3,3,0,0,31,..,6,16,19,16,40,26,10,4,135,3,14,4,0,0,3,0,0,0,25,320,222,200,216,302,294,164,49,17,1784
5202,..,0,0,0,0,3,0,0,0,3,..,0,3,3,6,6,6,7,0,34,0,0,3,0,3,0,0,0,0,10,81,34,55,46,61,57,32,17,8,396,..,4,43,61,76,73,51,14,3,328,..,5,24,19,15,16,3,0,0,77,..,0,5,4,13,0,0,0,0,21,156,..,..,..,..,..,..,..,..,156,..,30,..,..,..,..,..,..,..,30,..,26,10,0,0,0,0,0,0,36,..,0,0,3,0,3,0,0,0,11,..,6,0,0,3,0,3,0,0,13,..,0,3,0,3,5,7,0,0,14,..,3,5,9,19,25,12,11,5,80,0,0,4,3,8,3,3,0,3,30,160,77,96,99,131,126,78,31,15,803
5203,..,0,0,0,3,6,0,0,0,13,..,0,0,0,11,18,18,21,10,78,0,4,0,0,0,7,3,0,0,22,94,47,41,47,81,104,81,40,14,556,..,0,28,55,83,114,101,56,6,449,..,5,23,22,24,15,14,0,0,109,..,0,6,8,16,3,0,0,0,35,181,..,..,..,..,..,..,..,..,181,..,38,..,..,..,..,..,..,..,38,..,38,9,4,0,0,0,0,0,56,..,0,0,0,0,7,0,4,6,21,..,0,0,0,0,0,0,0,0,8,..,5,0,0,4,9,8,0,0,26,..,0,3,4,24,43,35,22,15,153,0,5,4,0,0,10,9,3,0,38,179,91,77,98,157,207,166,95,29,1102
5204,..,3,3,5,3,5,7,3,0,29,..,0,12,3,25,52,56,33,15,203,0,6,3,0,11,7,4,4,0,35,164,81,89,101,168,282,269,104,40,1290,..,7,56,92,146,330,397,142,21,1185,..,11,28,41,37,38,31,5,0,201,..,4,19,21,31,11,8,4,12,101,312,..,..,..,..,..,..,..,..,312,..,59,..,..,..,..,..,..,..,59,..,44,22,12,6,9,0,0,0,92,..,7,0,3,3,0,0,3,7,24,..,3,0,0,0,0,0,0,0,5,..,5,8,10,8,8,8,4,4,51,..,7,14,23,62,122,104,59,19,414,6,9,4,5,17,26,10,11,3,92,319,162,150,209,304,542,556,226,57,2528
5210,..,0,0,0,0,0,4,0,0,8,..,0,0,5,3,7,7,0,0,33,3,8,0,0,0,3,3,0,0,25,173,96,87,111,129,118,72,13,11,808,..,3,76,127,154,174,121,26,3,686,..,13,37,52,37,16,11,0,0,160,..,0,8,20,17,9,3,0,0,58,330,..,..,..,..,..,..,..,..,330,..,87,..,..,..,..,..,..,..,87,..,68,20,3,3,0,0,0,0,90,..,3,0,0,0,3,0,0,0,11,..,3,3,3,0,0,0,0,0,10,..,7,0,3,0,3,4,0,0,23,..,3,9,11,13,24,16,9,0,90,7,13,3,5,5,3,3,0,0,37,339,192,153,214,234,237,160,39,13,1577
5211,..,17,13,3,18,22,34,8,0,119,..,15,31,29,100,245,399,285,208,1307,23,24,19,9,20,28,51,24,5,204,935,514,484,652,797,1147,1570,834,340,7283,..,30,348,622,803,1269,1974,1095,246,6381,..,105,222,179,172,154,117,30,5,984,..,15,78,165,141,64,29,25,23,546,1859,..,..,..,..,..,..,..,..,1859,..,441,..,..,..,..,..,..,..,441,..,317,118,68,40,33,9,0,0,577,..,29,17,12,11,28,16,23,13,147,..,21,8,12,3,0,5,0,0,54,..,49,27,25,41,45,53,16,0,259,..,31,80,102,198,397,575,395,300,2070,29,56,40,30,37,58,86,45,8,396,1893,1088,943,1200,1452,2042,2867,1633,602,13722
5212,..,3,3,0,0,3,0,0,0,12,..,3,3,7,8,29,36,40,24,148,4,4,4,0,0,9,10,0,0,29,98,68,58,83,96,159,203,127,45,924,..,3,39,71,119,173,270,182,44,900,..,8,28,27,24,23,23,3,0,131,..,7,10,21,12,9,5,4,3,68,226,..,..,..,..,..,..,..,..,226,..,48,..,..,..,..,..,..,..,48,..,33,16,6,4,3,0,0,0,68,..,0,3,3,0,0,3,0,0,22,..,4,0,0,0,0,0,0,0,3,..,9,3,0,0,3,0,4,0,18,..,4,9,18,21,68,67,63,26,276,5,10,4,3,3,9,11,3,0,53,233,125,116,152,192,290,382,259,75,1809
5213,..,0,0,0,3,0,3,0,0,8,..,0,0,3,5,15,18,6,5,53,3,5,3,0,0,0,0,0,4,19,88,46,44,61,74,89,70,30,12,516,..,0,35,79,93,120,95,36,3,455,..,7,17,26,18,23,6,7,0,93,..,0,3,9,14,3,4,0,0,42,181,..,..,..,..,..,..,..,..,181,..,38,..,..,..,..,..,..,..,38,..,27,16,3,3,0,0,0,0,51,..,0,0,0,0,0,7,8,0,9,..,5,0,0,0,0,0,0,0,5,..,7,3,0,3,6,3,0,0,20,..,3,10,7,22,31,27,19,10,128,5,9,4,3,4,5,7,3,5,44,184,94,80,126,155,194,144,70,20,1056
5214,..,12,0,3,23,21,17,10,0,80,..,8,16,24,63,130,198,159,76,675,8,23,8,6,11,25,27,19,4,134,494,277,234,328,450,685,819,461,153,3907,..,9,165,299,386,718,1035,559,128,3296,..,42,103,108,130,142,76,22,6,635,..,6,39,77,90,43,25,21,6,306,940,..,..,..,..,..,..,..,..,940,..,186,..,..,..,..,..,..,..,186,..,171,73,28,25,20,0,0,0,318,..,18,12,8,9,15,22,21,9,110,..,17,5,6,0,6,4,5,0,38,..,17,11,13,38,28,32,11,0,155,..,15,40,69,149,233,342,243,120,1214,30,39,22,18,28,42,58,23,7,279,974,528,477,620,855,1245,1583,906,282,7472
5220,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,11,6,9,3,12,9,7,0,4,68,..,0,14,11,13,8,10,4,3,54,..,0,4,0,0,0,0,0,0,6,..,0,0,3,0,0,0,0,0,8,25,..,..,..,..,..,..,..,..,25,..,3,..,..,..,..,..,..,..,3,..,7,0,0,4,0,0,0,0,6,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,3,3,0,0,17,3,0,0,0,0,3,0,0,0,9,30,10,21,14,24,16,19,4,3,136
