POA_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_persons_private_dwgs_M,Count_persons_private_dwgs_F,Count_persons_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spo_home_Eng_only_M,Lang_spo_home_Eng_only_F,Lang_spo_home_Eng_only_P,Lang_spo_home_Oth_Lang_M,Lang_spo_home_Oth_Lang_F,Lang_spo_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_instit_0_4_M,Age_per_att_educ_instit_0_4_F,Age_per_att_educ_instit_0_4_P,Age_per_att_educ_insti_5_14_M,Age_per_att_educ_insti_5_14_F,Age_per_att_educ_insti_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_instit_25_M,Age_per_att_educ_instit_25_F,Age_per_att_educ_instit_25_P,High_yr_sch_com_Yr_12_equiv_M,High_yr_sch_com_Yr_12_equiv_F,High_yr_sch_com_Yr_12_equiv_P,High_yr_sch_com_Yr_11_equiv_M,High_yr_sch_com_Yr_11_equiv_F,High_yr_sch_com_Yr_11_equiv_P,High_yr_sch_com_Yr_10_equiv_M,High_yr_sch_com_Yr_10_equiv_F,High_yr_sch_com_Yr_10_equiv_P,High_yr_sch_comp_Yr_9_equiv_M,High_yr_sch_comp_Yr_9_equiv_F,High_yr_sch_comp_Yr_9_equiv_P,High_yr_sch_comp_Yr_8_below_M,High_yr_sch_comp_Yr_8_below_F,High_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
POA5138,151,132,287,3,12,13,25,13,38,10,13,17,8,3,17,6,7,17,14,15,29,30,25,49,26,24,52,16,18,33,13,3,12,0,0,3,0,0,0,151,132,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,108,231,30,28,55,144,127,274,10,6,13,139,130,266,3,0,3,25,13,38,10,10,21,3,5,7,4,3,8,75,66,142,21,21,43,12,16,24,4,4,9,5,0,4,0,0,0
POA5139,114,110,221,8,7,10,15,18,34,10,6,14,5,0,4,14,10,24,8,9,17,18,20,37,19,20,42,9,11,27,5,4,8,3,0,3,0,0,0,114,110,221,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,95,91,181,10,14,26,103,96,207,0,3,3,101,99,202,3,0,3,14,18,30,4,6,9,0,0,0,0,6,6,43,44,87,28,26,51,11,10,20,5,0,8,0,0,3,0,0,0
POA5140,210,205,412,16,9,26,32,34,68,23,13,41,0,11,13,13,21,35,32,42,77,36,29,68,21,20,40,27,15,44,3,3,3,0,0,0,0,4,4,210,205,412,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,160,153,312,46,48,89,188,179,369,15,21,33,194,180,373,0,3,3,32,34,68,22,9,35,0,4,5,3,11,10,102,109,215,26,18,50,14,14,32,4,3,10,3,0,4,0,0,0
POA5141,334,346,686,20,17,34,39,58,106,25,26,51,15,14,34,25,32,56,46,46,92,52,51,98,56,62,122,35,31,71,8,9,19,3,3,10,0,0,3,334,346,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,276,559,35,36,76,300,304,603,15,20,34,311,315,633,5,5,5,38,53,94,21,21,46,8,8,16,7,11,21,155,171,323,52,39,94,35,27,66,7,8,21,9,5,12,4,0,6
POA5142,252,297,549,15,21,36,36,43,72,17,8,21,12,19,31,33,23,57,27,38,62,39,34,71,40,45,89,26,22,52,13,28,37,3,19,27,0,0,0,244,278,525,4,16,22,3,4,9,0,0,0,0,0,0,3,4,9,220,254,475,26,33,64,238,281,519,10,8,24,234,284,521,0,3,5,36,39,72,14,9,19,4,9,13,7,4,8,109,127,229,41,40,81,37,46,80,12,10,20,3,9,12,0,0,0
POA5144,198,202,399,5,10,13,21,20,39,13,11,24,18,15,27,7,16,23,23,22,44,28,27,62,53,45,92,34,28,60,5,6,9,0,3,3,0,0,0,198,202,399,0,0,0,0,7,6,0,0,0,0,0,0,0,3,6,151,148,293,44,42,83,176,171,344,20,24,46,187,183,365,0,0,3,17,20,36,5,12,13,3,7,13,3,3,11,107,113,221,27,26,51,23,21,40,10,3,16,3,3,10,0,0,0
POA5150,34,27,58,0,0,3,3,0,3,0,0,0,3,0,3,4,3,8,3,3,7,3,4,8,8,8,18,6,3,8,5,0,5,0,0,0,0,0,0,34,27,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,41,3,7,12,28,21,51,0,3,4,23,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,28,5,3,5,3,0,7,3,0,3,0,0,3,0,0,0
POA5151,193,181,370,0,3,3,33,30,60,11,15,31,10,5,20,16,20,36,17,13,35,36,34,73,32,30,55,27,15,39,5,5,12,0,4,8,0,3,3,183,174,361,4,4,13,3,3,6,0,0,0,0,0,0,3,3,6,149,138,280,34,33,68,170,160,331,13,14,26,173,160,336,0,0,0,24,31,60,11,14,28,3,5,14,10,9,14,95,87,181,26,22,46,16,19,33,6,3,12,3,3,5,0,0,0
POA5152,2945,3083,6028,155,171,324,476,461,939,202,165,368,148,115,263,178,213,396,340,427,765,469,493,962,409,448,859,378,374,747,146,152,294,52,70,113,21,20,46,2930,3063,5996,17,15,33,4,5,13,0,0,0,0,0,0,4,5,13,2235,2339,4573,594,623,1213,2670,2760,5427,166,207,370,2670,2801,5473,30,45,82,455,432,890,167,142,308,83,71,154,74,114,185,1598,1674,3272,281,296,578,202,259,459,76,74,145,37,45,82,4,5,8
POA5153,3117,3174,6290,164,146,312,433,413,845,255,233,489,160,161,328,258,261,522,327,400,728,533,572,1104,528,538,1064,334,296,639,88,107,194,34,38,78,6,19,24,3104,3137,6239,16,39,47,16,17,37,3,0,3,0,0,0,13,17,37,2512,2468,4982,444,497,939,2897,2884,5778,99,123,224,2891,2860,5749,26,24,51,403,382,782,191,189,383,78,72,151,70,144,209,1361,1585,2937,507,396,903,348,328,673,106,87,191,57,48,110,3,0,7
POA5154,1588,1711,3296,77,76,152,260,270,529,109,120,230,79,57,137,80,81,164,185,241,423,241,255,496,247,281,525,215,236,452,71,54,127,15,41,56,6,14,20,1579,1678,3255,5,28,34,7,11,11,0,0,0,0,0,0,7,11,11,1226,1338,2562,297,295,591,1441,1551,2986,93,91,180,1453,1561,3010,25,21,47,244,262,505,87,99,186,41,33,77,39,70,112,853,911,1762,189,176,369,104,126,233,36,43,80,19,24,42,5,3,7
POA5155,1788,1944,3734,122,131,252,272,275,544,106,111,222,78,84,159,185,213,392,289,302,593,259,291,544,260,273,535,165,177,344,45,68,111,12,25,43,6,7,12,1788,1944,3734,0,0,0,0,3,6,0,0,5,0,0,0,5,9,10,1437,1557,2994,286,325,606,1631,1781,3409,94,107,206,1648,1787,3435,21,41,63,254,257,512,89,100,188,29,52,84,51,116,163,848,1017,1861,238,222,465,186,183,372,36,33,66,32,27,53,0,0,0
POA5156,489,446,936,22,31,55,69,60,131,33,24,59,25,23,55,39,38,78,57,69,127,76,65,142,79,79,161,68,36,102,11,13,28,6,6,8,0,0,0,489,446,936,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,381,352,729,98,86,178,446,409,849,29,36,56,444,418,860,4,12,13,73,60,126,28,18,47,8,11,22,5,20,28,220,238,461,73,52,121,60,41,101,16,14,31,7,3,11,0,0,0
POA5157,1402,1443,2844,50,62,114,172,181,354,92,101,199,72,76,156,81,75,161,158,174,332,246,255,501,262,266,532,195,170,368,53,53,103,14,17,25,3,0,3,1390,1438,2826,14,3,13,0,3,6,0,0,0,0,0,0,0,3,6,1093,1121,2213,224,225,451,1303,1327,2632,39,35,71,1276,1305,2573,19,12,26,158,169,327,67,85,149,38,25,61,27,32,62,588,636,1221,254,224,476,187,189,372,55,40,96,32,25,60,0,3,3
POA5158,11864,12426,24287,819,756,1572,1607,1526,3134,787,829,1619,736,711,1452,1478,1587,3066,1649,1804,3460,1681,1825,3506,1648,1838,3488,979,962,1945,354,397,749,119,185,303,57,103,162,11822,12347,24166,45,77,120,100,98,192,3,7,15,3,0,3,106,105,212,8254,8533,16791,3260,3453,6711,10219,10494,20712,1345,1544,2891,10490,10868,21353,144,135,276,1530,1447,2977,606,655,1264,222,299,521,313,535,846,5058,5701,10757,1902,1839,3735,1475,1492,2962,419,388,806,211,231,448,19,19,39
POA5159,15719,16437,32153,913,811,1716,2111,1982,4088,1126,1155,2286,996,882,1875,1748,1828,3569,1991,2175,4164,2196,2400,4597,2205,2422,4627,1579,1604,3180,605,771,1374,261,415,677,69,116,180,15634,16219,31853,81,223,301,103,121,226,13,4,15,3,5,12,125,128,252,11739,12091,23829,3495,3805,7304,13918,14388,28312,1339,1561,2899,14204,14788,28994,157,159,315,2016,1888,3900,863,948,1812,346,422,763,401,642,1038,6648,7351,14000,2626,2526,5155,1997,2188,4191,576,616,1193,332,372,704,16,23,40
POA5160,11,13,25,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,8,13,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,17,0,0,0,8,11,17,0,0,0,8,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0
POA5161,4917,5106,10018,351,308,661,604,521,1127,290,291,586,303,288,589,773,751,1531,642,628,1275,579,637,1217,562,665,1224,482,549,1031,226,294,524,92,163,258,15,43,61,4887,5064,9949,29,43,68,56,67,120,0,3,3,5,3,9,58,70,130,3806,3878,7685,931,984,1920,4420,4483,8901,346,402,750,4476,4579,9064,48,43,87,576,493,1070,213,213,423,78,99,180,104,198,299,1644,1948,3593,911,833,1745,798,788,1585,246,236,486,177,209,380,8,5,18
POA5162,16446,17424,33866,1044,994,2044,2212,1994,4201,1129,1077,2208,1092,1082,2167,2256,2253,4504,2061,2210,4271,2132,2370,4504,1915,2158,4068,1592,1930,3523,762,925,1692,239,433,675,46,85,133,16297,17178,33476,143,239,385,238,279,516,11,5,17,6,7,15,251,294,544,12493,12898,25387,3191,3613,6807,14466,15212,29681,1284,1429,2717,14743,15483,30225,172,166,338,2039,1834,3875,815,805,1626,295,360,654,380,693,1076,5229,6120,11351,3029,2949,5978,2728,2767,5496,849,881,1728,501,650,1154,39,51,92
POA5163,6718,7135,13852,425,424,849,877,844,1720,417,427,844,459,421,874,899,921,1814,848,873,1718,856,964,1826,860,1009,1869,708,777,1480,287,279,567,95,203,297,17,19,39,6619,6926,13544,100,210,306,154,177,333,0,5,5,4,0,8,160,180,343,5111,5336,10449,1253,1404,2656,6054,6343,12396,371,459,833,6039,6374,12412,64,78,144,779,765,1547,282,332,612,96,120,215,155,297,455,1952,2279,4232,1204,1191,2393,1227,1275,2508,386,390,774,276,300,578,18,22,41
POA5164,2534,2698,5240,166,186,357,324,304,629,163,185,341,159,163,327,310,342,659,349,317,666,323,304,620,255,320,579,292,328,620,155,160,316,35,90,127,5,8,13,2475,2638,5111,66,62,127,87,103,189,0,9,11,4,11,15,100,116,217,1831,1885,3721,457,532,990,2155,2249,4400,177,200,377,2184,2237,4423,32,35,63,291,262,555,113,114,234,44,47,98,50,101,152,604,707,1317,410,400,817,456,470,926,197,183,383,113,138,253,17,7,20
POA5165,2684,2691,5370,176,144,318,305,287,594,154,153,307,217,209,426,341,350,692,310,289,599,370,336,708,310,317,632,258,269,524,164,221,385,81,114,191,13,12,26,2649,2614,5262,35,73,111,75,68,147,0,3,4,0,0,0,75,71,150,1753,1689,3439,611,656,1272,2252,2213,4462,142,156,294,2180,2155,4340,26,34,56,255,248,501,112,101,211,46,54,99,68,111,183,828,897,1718,450,390,846,416,429,849,145,128,269,81,100,179,8,3,13
POA5166,943,879,1824,35,50,91,123,81,201,52,43,96,56,68,116,121,119,237,114,92,207,122,106,234,130,121,254,125,137,266,53,58,113,9,10,20,4,3,10,943,879,1824,0,0,0,26,15,38,0,0,0,0,0,0,26,18,44,696,636,1335,161,173,337,853,787,1636,35,37,76,836,775,1611,7,9,15,109,70,178,35,30,64,12,16,33,20,28,46,240,274,519,159,147,303,180,169,349,72,55,130,59,34,99,0,0,0
POA5167,2742,2860,5605,161,136,295,325,328,652,172,155,333,159,154,314,307,324,627,372,387,761,400,390,790,341,413,749,288,322,611,155,159,315,61,86,148,11,13,19,2689,2789,5475,55,79,126,35,27,68,0,0,0,0,0,0,35,27,68,1860,1924,3783,649,670,1315,2411,2500,4913,118,125,240,2296,2424,4714,22,20,39,295,300,595,131,118,248,46,56,99,59,127,184,923,1076,1995,494,461,959,429,407,831,129,142,276,84,65,145,4,0,8
POA5168,2668,2777,5445,215,190,406,346,326,673,149,147,294,193,178,370,413,399,805,350,346,697,338,367,707,322,389,712,238,276,516,91,121,210,20,33,58,13,3,13,2617,2726,5345,50,50,104,56,68,131,0,0,3,0,3,3,57,71,130,1967,1982,3951,544,617,1166,2353,2405,4759,169,223,396,2337,2404,4736,33,23,56,309,298,609,111,107,218,42,46,85,54,119,178,795,954,1755,449,452,899,472,467,946,152,111,265,91,103,194,11,6,13
POA5169,8013,8747,16761,634,642,1273,1199,1192,2393,542,481,1019,515,579,1093,1193,1268,2460,1081,1195,2277,950,1127,2076,818,960,1784,618,721,1342,319,374,694,141,205,350,19,52,68,7977,8683,16664,35,64,99,142,138,281,6,8,9,0,3,5,148,146,300,5637,6035,11670,1969,2214,4182,7204,7800,15000,443,520,967,6844,7438,14278,99,94,194,1112,1093,2204,389,350,746,102,156,260,183,354,536,2656,3289,5938,1378,1265,2650,1237,1291,2524,310,336,649,184,222,408,14,9,28
POA5170,535,585,1116,23,40,57,60,61,126,28,38,70,24,32,61,61,60,123,71,71,144,79,108,180,92,85,177,56,46,101,24,30,58,8,13,19,0,0,3,535,585,1116,0,0,0,10,9,17,0,0,0,0,0,0,10,9,17,360,398,756,139,147,293,487,526,1011,24,27,53,456,502,965,5,7,14,56,60,117,19,25,46,5,11,18,17,21,39,213,250,463,102,87,184,77,89,158,24,14,40,12,10,23,3,0,5
POA5171,2808,2979,5785,131,140,270,372,345,715,201,180,380,137,115,251,193,213,403,345,368,709,409,473,883,392,408,805,352,389,749,196,218,411,81,133,215,4,15,24,2744,2909,5656,63,74,132,22,22,45,0,0,0,0,0,0,27,25,48,2048,2115,4165,614,689,1306,2592,2725,5322,95,110,202,2512,2675,5182,23,32,54,350,321,669,153,141,296,46,59,97,36,93,127,1028,1183,2218,457,438,888,433,447,880,126,103,234,96,107,199,3,0,3
POA5172,1900,1973,3878,96,94,192,256,269,522,143,136,281,108,86,194,131,132,264,239,282,525,299,319,621,289,311,605,205,210,414,100,105,206,31,34,59,11,7,22,1899,1971,3875,0,0,0,9,21,30,0,0,0,0,0,7,16,18,34,1411,1479,2887,371,376,747,1731,1793,3526,63,69,129,1675,1754,3430,16,18,39,237,239,471,115,101,214,29,36,68,35,65,97,726,848,1573,336,303,634,245,242,488,82,62,147,44,36,82,3,5,8
POA5173,6020,6522,12539,529,511,1046,958,941,1896,416,403,816,338,331,667,775,873,1647,752,930,1684,820,834,1658,623,698,1320,474,586,1064,254,278,537,78,132,208,14,17,32,5990,6431,12421,32,85,116,99,111,204,3,3,9,0,0,0,104,111,216,4396,4736,9127,1114,1210,2325,5392,5837,11231,199,209,409,5196,5656,10848,78,69,149,840,846,1681,300,284,580,71,85,157,105,264,367,1702,2242,3941,996,1012,2014,938,942,1878,304,262,564,173,152,322,12,7,19
POA5174,1439,1424,2858,91,117,207,181,171,348,100,93,195,89,70,152,169,192,364,174,178,354,243,222,469,186,200,392,137,125,265,43,34,81,14,16,29,14,6,17,1428,1414,2841,9,9,14,18,23,39,4,3,6,0,0,0,25,23,45,1012,1007,2021,304,302,608,1259,1252,2519,66,76,147,1240,1233,2470,12,22,34,154,152,312,68,69,138,20,12,31,20,57,80,427,505,926,258,219,476,249,235,486,86,56,135,38,35,73,3,0,8
POA5201,949,952,1905,65,60,129,118,105,216,69,63,129,54,54,110,101,117,218,101,125,226,148,170,314,167,147,312,87,78,172,34,19,58,9,11,18,0,4,4,949,952,1905,0,0,0,15,6,20,0,0,0,0,0,0,15,6,20,777,785,1563,116,110,224,874,873,1748,31,30,59,858,858,1719,10,9,25,100,93,193,52,52,102,16,26,38,20,39,55,316,412,730,166,133,302,152,135,284,54,38,97,32,21,53,0,0,0
POA5202,422,410,833,24,34,59,55,47,104,27,23,51,27,13,37,42,61,102,46,49,96,69,61,129,66,63,128,48,36,84,14,13,32,7,3,13,3,0,3,422,410,833,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,332,329,664,59,62,117,390,380,766,9,16,23,377,377,749,3,10,6,53,45,101,17,19,36,0,3,0,3,9,10,112,132,248,82,75,158,73,69,139,30,12,44,23,11,41,0,0,0
POA5203,606,627,1235,24,25,51,72,70,137,37,30,63,26,18,39,42,42,86,55,47,104,81,88,171,111,118,233,95,86,183,51,54,110,24,41,61,0,0,3,581,585,1175,26,38,60,3,3,7,0,0,0,0,0,0,3,3,7,487,487,975,86,97,180,565,582,1145,14,6,21,543,562,1105,0,0,3,68,64,134,22,21,46,0,6,8,5,13,20,160,198,360,109,106,216,117,118,241,45,29,74,31,29,66,5,3,7
POA5204,1386,1444,2827,48,47,96,117,128,248,52,52,98,42,41,85,72,102,173,119,116,237,164,183,344,290,322,612,330,305,634,130,108,237,24,42,71,10,3,15,1341,1408,2754,46,35,77,21,16,40,0,0,3,0,0,0,25,20,45,997,1026,2025,271,306,576,1240,1298,2538,44,50,90,1216,1255,2471,8,10,11,108,118,226,32,35,61,7,7,18,11,49,65,449,532,982,235,248,484,245,250,497,102,81,184,64,47,108,3,0,3
POA5210,818,843,1660,60,57,114,123,127,248,65,55,122,40,41,80,67,89,158,113,120,231,106,136,245,119,124,246,96,73,166,26,13,39,0,12,12,0,0,0,818,843,1660,0,0,0,12,12,19,0,0,0,0,0,0,11,11,26,631,649,1273,139,141,275,748,773,1523,24,25,49,727,749,1475,9,15,21,110,109,219,47,45,90,3,12,17,13,23,33,238,284,528,132,143,276,144,127,273,38,29,70,25,21,46,0,5,6
POA5211,6904,7870,14773,318,301,617,705,689,1390,342,334,679,255,226,487,487,527,1015,577,688,1266,716,860,1576,976,1239,2217,1371,1614,2984,842,911,1756,317,465,786,25,40,67,6729,7620,14348,170,250,425,86,85,171,4,8,10,3,0,4,93,93,189,5242,5855,11101,1245,1531,2772,6314,7189,13503,213,256,469,6229,7053,13286,49,69,114,634,614,1251,234,234,469,42,60,100,102,215,317,2100,2504,4599,1224,1394,2615,1275,1559,2833,443,441,877,376,375,749,15,15,28
POA5212,1012,1065,2074,39,31,67,110,83,192,38,32,72,29,30,61,57,73,131,84,89,174,99,107,207,146,175,326,199,210,416,152,148,297,46,78,129,5,4,8,956,1002,1960,52,58,108,16,14,30,0,0,0,0,0,0,16,14,30,736,774,1505,200,211,412,931,971,1903,19,29,49,910,960,1869,3,6,13,100,80,178,29,23,50,0,9,18,6,31,37,322,376,704,197,177,374,144,181,329,52,57,109,46,34,81,0,0,3
POA5213,582,541,1124,34,24,60,69,59,132,31,27,62,26,18,48,39,46,89,70,67,136,80,83,161,109,97,202,75,81,153,43,30,69,8,8,17,0,0,0,581,541,1123,0,3,3,5,0,4,0,0,0,0,0,0,5,0,4,462,441,899,96,78,175,544,506,1047,17,18,38,533,498,1035,4,3,6,66,56,125,23,25,50,4,3,12,15,21,31,213,229,443,117,93,211,86,73,157,24,23,48,13,11,23,0,0,0
POA5214,3833,4186,8018,134,140,274,353,377,730,137,156,295,137,124,266,265,253,515,317,344,657,439,478,921,611,734,1347,798,857,1660,479,506,986,168,218,383,17,13,33,3748,4056,7810,81,127,214,62,76,143,5,3,11,0,3,4,72,83,156,2816,3085,5898,765,849,1609,3507,3839,7342,107,121,231,3474,3783,7254,28,21,49,325,349,675,83,116,198,20,32,57,54,114,167,1124,1299,2422,696,765,1463,748,834,1582,272,250,524,195,201,392,11,3,14
POA5220,75,74,151,5,3,6,11,8,23,0,3,3,3,7,7,12,19,29,13,4,14,5,12,20,7,5,15,11,6,16,3,0,4,0,3,9,5,3,8,75,70,143,3,3,9,3,0,3,0,0,0,0,0,0,3,0,3,60,61,123,8,3,12,70,62,127,4,3,6,64,62,128,0,0,0,11,11,25,0,0,3,0,0,0,0,4,4,17,32,57,12,4,18,13,6,17,6,3,9,3,3,7,0,0,0
POA5221,160,182,342,9,6,13,17,18,38,6,4,7,3,3,7,7,21,30,16,9,29,21,29,51,29,36,59,39,39,74,10,10,19,0,0,0,11,21,33,132,138,264,30,48,73,4,0,4,0,0,0,0,0,0,4,0,4,105,97,199,21,32,54,123,124,252,0,3,10,124,122,242,0,0,3,11,14,26,7,0,6,0,0,0,0,3,5,38,52,88,22,13,35,21,33,56,7,3,11,9,4,15,0,0,0
POA5222,335,330,668,18,20,38,27,25,51,9,13,24,6,4,13,33,29,63,27,39,64,51,47,95,57,60,116,67,66,137,25,24,53,11,6,18,17,14,38,313,306,623,21,23,46,8,6,12,0,0,0,0,0,0,8,6,12,218,211,429,56,54,112,268,268,540,8,9,16,262,259,519,3,9,11,20,20,37,3,6,13,3,0,3,3,10,8,94,119,211,53,32,83,61,60,125,9,13,25,15,8,26,0,0,0
POA5223,1933,1838,3772,99,96,190,232,211,441,108,87,197,76,71,145,171,213,382,205,228,428,305,272,574,367,286,653,231,223,458,104,98,203,35,55,93,92,92,186,1747,1667,3419,186,171,357,19,20,45,0,0,0,0,0,0,20,20,43,1433,1329,2758,203,254,455,1603,1522,3127,67,79,140,1576,1485,3058,20,12,29,204,179,379,61,55,111,8,14,15,19,33,50,512,651,1161,315,256,569,308,247,558,107,81,185,89,71,162,4,4,6
POA5231,593,583,1177,28,26,47,69,77,146,47,55,101,37,30,65,49,52,98,64,69,131,109,111,221,103,94,200,55,54,108,32,21,51,8,3,9,3,0,0,593,583,1177,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,465,447,909,99,94,190,554,548,1102,14,13,29,545,529,1080,5,3,9,67,72,138,37,34,70,9,11,18,13,20,31,222,244,465,118,109,227,90,64,155,34,24,55,13,15,25,0,0,0
POA5232,216,208,424,6,4,7,34,22,50,14,17,34,17,23,38,10,11,24,17,19,30,44,47,90,42,31,76,19,20,40,9,5,16,0,0,4,0,0,0,216,208,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,167,344,30,31,56,195,181,379,11,5,14,198,187,387,4,0,4,31,22,50,7,20,28,8,11,19,3,3,10,77,103,179,39,36,75,37,30,65,13,6,15,8,3,8,0,0,0
POA5233,716,728,1445,32,29,66,98,76,171,50,54,107,41,35,75,53,60,116,75,82,156,116,127,239,119,101,220,81,83,166,28,39,73,20,34,54,3,6,10,709,688,1396,9,35,49,7,9,12,0,0,0,0,0,0,7,9,12,566,554,1129,112,131,245,669,664,1336,16,26,41,656,655,1312,3,5,10,83,68,151,32,44,75,8,17,29,14,22,35,251,306,556,136,122,259,119,103,215,32,21,55,24,27,48,0,0,0
POA5234,656,641,1302,43,38,80,101,87,184,67,49,113,30,34,62,37,53,91,79,78,159,112,120,237,100,86,184,60,67,129,29,25,49,6,8,12,0,11,8,656,640,1302,0,0,0,4,5,7,0,0,0,0,0,0,4,8,13,521,492,1014,91,98,189,611,595,1200,11,11,24,592,574,1168,10,8,18,92,71,165,46,28,78,7,15,19,13,23,34,222,258,474,112,113,226,99,78,175,30,19,52,22,13,32,0,0,0
POA5235,1207,1233,2438,48,55,105,166,148,318,61,73,131,56,41,100,65,80,149,146,169,313,181,204,386,214,210,429,176,163,343,65,58,128,12,24,34,3,6,12,1192,1210,2405,15,18,34,9,4,18,0,0,0,0,0,0,10,4,15,963,951,1914,156,184,340,1108,1112,2220,27,25,56,1088,1082,2171,8,6,19,157,132,294,36,51,86,9,14,26,17,33,49,350,435,784,205,204,409,231,188,422,75,60,132,41,32,71,0,0,0
POA5236,150,147,296,3,3,6,19,12,34,12,11,24,8,9,16,3,13,15,20,15,40,38,31,73,19,25,44,19,15,35,7,5,9,3,0,3,0,0,0,150,147,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,112,233,13,12,25,135,125,261,0,0,0,128,118,249,0,3,3,16,13,30,9,5,13,0,3,4,0,3,3,29,54,87,23,23,48,38,24,60,8,5,21,11,6,16,0,0,0
POA5237,182,157,340,16,12,20,29,20,45,6,3,10,5,8,17,8,11,27,23,22,38,38,29,66,29,27,49,29,13,41,0,10,7,3,0,5,0,0,0,182,157,340,0,0,0,8,3,6,0,0,0,0,0,0,8,3,6,147,128,280,15,16,29,160,140,302,3,0,5,162,140,299,3,4,3,19,19,37,10,3,7,0,3,3,3,4,10,35,49,79,45,28,72,25,25,48,16,8,19,13,3,23,3,0,3
POA5238,2074,2042,4116,75,98,172,207,180,391,100,108,211,79,72,154,148,172,320,183,181,365,279,265,547,389,347,737,376,348,729,192,177,364,40,89,124,3,11,7,2010,1951,3957,67,90,162,57,45,100,3,4,6,0,0,0,56,50,107,1677,1596,3276,199,222,426,1877,1804,3675,43,58,106,1863,1800,3659,15,6,20,180,163,343,61,87,146,17,19,33,10,53,62,439,511,953,350,353,706,453,374,822,162,130,289,152,163,322,4,3,6
POA5240,251,218,472,20,14,30,29,23,52,16,12,35,12,7,16,18,28,45,32,24,58,37,35,76,49,39,88,28,24,45,13,7,21,3,3,4,0,0,0,251,218,472,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,197,175,366,47,41,88,238,201,443,12,5,20,228,199,430,3,4,6,24,23,45,19,11,23,3,3,7,8,8,11,91,110,199,50,38,89,41,18,57,12,6,19,3,3,7,0,0,0
POA5241,1170,1314,2488,71,83,158,168,175,346,66,82,147,70,58,127,138,143,288,135,138,273,189,194,388,150,166,311,101,131,234,58,87,148,14,59,75,3,9,11,1163,1287,2450,4,30,36,9,7,19,0,0,0,0,0,0,9,7,19,920,1048,1969,188,201,390,1056,1175,2231,85,81,161,1065,1185,2251,15,7,18,162,166,324,48,62,114,14,32,47,19,46,57,395,450,846,178,195,378,168,185,351,55,70,127,66,75,137,5,3,10
