POA_CODE_2016,Preschool_M,Preschool_F,Preschool_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infants_Prim_Other_Non_Govt_M,Infants_Prim_Other_Non_Govt_F,Infants_Prim_Other_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tech_Ftime_stud_15_24_yr_M,Tech_Ftime_stud_15_24_yr_F,Tech_Ftime_stud_15_24_yr_P,Tech_Ftime_stud_25_yr_over_M,Tech_Ftime_stud_25_yr_over_F,Tech_Ftime_stud_25_yr_over_P,Tech_Ptime_stud_15_24_yr_M,Tech_Ptime_stud_15_24_yr_F,Tech_Ptime_stud_15_24_yr_P,Tech_Ptime_stud_25_yr_over_M,Tech_Ptime_stud_25_yr_over_F,Tech_Ptime_stud_25_yr_over_P,Tech_Full_Ptime_stud_st_ns_M,Tech_Full_Ptime_stud_st_ns_F,Tech_Full_Ptime_stud_st_ns_P,Tech_Furth_Educ_Instit_Tot_M,Tech_Furth_Educ_Instit_Tot_F,Tech_Furth_Educ_Instit_Tot_P,Uni_oth_Inst_Ft_stu_15_24_M,Uni_oth_Inst_Ft_stu_15_24_F,Uni_oth_Inst_Ft_stu_15_24_P,Uni_oth_Instit_Ft_stu_25_M,Uni_oth_Instit_Ft_stu_25_F,Uni_oth_Instit_Ft_stu_25_P,Uni_oth_Instit_Pt_stu_15_24_M,Uni_oth_Instit_Pt_stu_15_24_F,Uni_oth_Instit_Pt_stu_15_24_P,Uni_oth_Instit_Pt_stu_25_M,Uni_oth_Instit_Pt_stu_25_F,Uni_oth_Instit_Pt_stu_25_P,Uni_oth_Inst_F_Pt_stu_st_ns_M,Uni_oth_Inst_F_Pt_stu_st_ns_F,Uni_oth_Inst_F_Pt_stu_st_ns_P,Uni_oth_Inst_Tot_M,Uni_oth_Inst_Tot_F,Uni_oth_Inst_Tot_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
POA5432,0,0,0,9,0,7,0,0,0,0,0,0,9,0,7,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,3,0,3,19,8,24
POA5433,0,9,7,40,39,74,8,6,13,0,0,0,51,42,94,33,32,67,3,0,4,0,0,0,34,31,69,0,0,0,0,0,0,0,0,3,5,8,17,0,0,0,9,9,20,0,0,0,0,3,4,0,0,0,3,8,10,0,0,0,6,8,11,0,0,0,0,3,3,0,0,0,0,6,6,43,49,93,4,0,4,144,159,302
POA5434,4,5,8,12,12,26,3,4,3,0,0,0,19,13,34,3,8,6,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,107,105,213,18,24,37,150,158,308
POA5440,0,0,0,5,6,10,0,0,0,0,0,0,5,6,10,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,15,45,0,0,0,30,34,64
POA5451,9,0,9,27,20,49,0,0,0,3,0,3,30,20,53,15,13,30,0,0,0,3,0,6,22,9,30,3,0,3,0,3,3,0,5,4,0,3,3,0,0,0,6,9,15,0,3,3,0,0,0,0,0,0,0,9,9,0,0,0,0,11,10,0,3,3,0,3,3,0,0,0,0,4,4,34,41,77,0,4,4,95,103,203
POA5452,3,3,10,25,19,43,0,3,6,0,0,0,27,25,51,15,6,24,0,0,0,0,0,0,20,9,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,3,3,0,0,0,0,3,3,10,18,28,0,0,0,69,60,126
POA5453,40,36,80,102,110,215,98,108,199,31,31,60,222,251,473,125,127,248,0,0,0,9,9,19,142,137,276,9,3,11,3,4,11,11,12,20,13,25,31,0,0,0,31,40,76,8,7,15,5,11,16,3,0,3,15,19,40,0,0,0,26,35,66,3,3,6,7,11,16,0,0,0,9,14,26,173,171,337,6,10,21,649,695,1346
POA5454,3,0,5,15,16,29,4,3,4,6,0,6,18,19,40,7,9,19,0,0,0,0,0,0,7,9,19,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,3,10,7,21,0,0,0,45,49,93
POA5455,0,0,0,0,3,3,0,3,3,3,0,3,5,3,11,3,5,7,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,10,14,26
POA5460,0,5,6,32,38,65,0,3,5,4,6,7,31,42,76,21,29,47,0,3,3,4,3,13,26,37,61,0,0,0,0,0,0,4,3,7,0,7,4,0,0,0,8,9,14,3,3,4,0,3,3,0,0,0,0,0,0,0,0,0,3,6,9,0,3,3,4,3,4,0,0,0,4,3,8,18,25,40,0,0,0,97,123,217
POA5461,20,18,39,69,65,129,0,3,3,35,44,73,100,111,211,51,40,95,0,0,3,25,29,54,79,76,153,0,0,0,0,0,0,4,3,6,11,11,15,0,0,0,13,15,31,0,12,13,0,3,4,0,0,3,3,8,15,0,0,0,8,18,29,0,3,3,4,6,7,0,0,0,6,6,12,86,89,172,4,14,15,314,342,652
POA5462,8,4,8,23,21,42,3,7,6,4,4,5,28,29,52,15,18,33,0,0,0,3,3,4,18,22,37,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,6,6,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,12,10,25,0,0,0,61,83,144
POA5464,12,0,13,24,15,45,3,0,7,5,3,6,39,20,59,18,15,35,0,0,0,0,0,3,21,14,37,0,0,3,0,0,0,0,4,4,0,3,3,0,0,0,0,11,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,26,12,39,0,0,0,98,67,162
POA5470,3,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,0,0,0,15,8,25
POA5471,0,0,3,5,0,5,0,0,0,0,0,0,5,0,5,0,6,8,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,10,21
POA5472,0,0,0,5,8,11,0,7,7,0,0,0,5,11,11,0,8,10,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,0,0,0,20,23,39
POA5473,6,3,7,29,26,56,13,11,30,0,3,3,47,42,89,13,17,26,0,0,3,0,0,3,13,20,35,0,3,3,0,6,6,0,0,0,0,3,4,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,28,23,51,3,0,0,100,107,203
POA5480,12,5,13,20,18,38,12,3,15,0,0,0,36,18,58,20,7,28,0,0,0,0,4,4,21,18,33,0,3,3,0,0,0,3,0,3,0,4,3,0,0,0,5,10,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,29,19,50,0,0,0,98,75,173
POA5481,3,0,3,21,21,41,0,0,0,0,0,0,21,21,41,14,15,24,0,0,0,0,0,3,19,13,32,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,14,16,30,0,0,0,54,57,109
POA5482,4,3,8,15,20,37,0,0,0,0,0,0,15,20,37,19,22,35,0,0,0,0,0,0,19,22,35,0,0,0,0,0,0,3,0,3,0,5,6,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,11,16,30,0,0,0,54,65,119
POA5483,0,4,3,23,15,38,0,0,0,0,0,0,23,15,38,12,6,16,0,0,0,0,0,0,12,6,16,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,15,31,0,0,0,54,44,100
POA5485,0,6,5,20,22,43,0,0,0,0,0,0,20,18,44,20,15,30,0,0,0,0,0,0,20,14,32,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,4,22,26,50,0,0,0,68,71,145
POA5490,0,0,0,0,7,6,4,0,4,0,0,0,5,7,14,0,3,7,3,3,7,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,25,0,0,0,28,31,56
POA5491,7,7,11,45,40,81,23,37,64,0,0,0,67,76,151,44,29,79,3,3,8,0,0,0,51,33,85,0,0,0,0,3,3,3,0,5,10,6,8,0,0,0,8,7,22,0,5,5,0,6,3,0,3,3,3,8,8,0,0,0,3,15,23,0,0,6,0,0,0,0,0,0,5,0,6,65,61,132,9,0,10,218,213,427
POA5493,0,0,0,3,0,3,4,3,3,0,0,0,3,3,8,6,3,6,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,5,0,6,0,0,0,17,9,29
POA5495,3,0,0,8,11,23,4,0,5,0,0,0,14,13,29,6,7,13,6,4,4,0,0,3,10,14,20,0,0,0,0,0,0,0,3,4,4,3,4,0,0,0,4,4,12,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,42,36,78,0,0,0,75,77,156
POA5501,44,46,92,272,217,495,28,36,71,95,77,173,397,330,729,109,114,219,41,50,94,73,62,131,222,220,446,7,10,18,7,18,21,12,31,40,12,43,52,0,0,0,36,95,130,37,30,62,0,19,25,6,0,5,10,18,26,0,0,0,46,69,118,0,10,13,5,16,26,0,0,0,14,26,37,291,253,537,11,3,15,1066,1045,2110
POA5502,17,9,20,46,45,93,5,4,9,11,11,24,67,58,125,20,23,42,13,14,22,8,17,25,41,46,91,3,0,3,0,3,3,0,4,7,5,3,9,0,0,0,13,15,22,5,14,22,0,4,4,0,0,0,0,5,4,0,0,0,8,21,30,0,0,0,0,7,7,0,0,0,0,6,7,47,60,107,0,0,0,197,213,408
POA5510,0,0,0,3,0,4,0,0,0,3,3,4,4,6,6,0,0,3,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,6,3,0,3,13,18,30
POA5520,0,0,3,36,25,58,0,0,0,0,0,0,36,25,57,17,12,28,0,0,0,0,0,0,13,12,28,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,3,3,14,11,23,0,0,0,67,64,130
POA5521,0,0,4,5,5,18,0,0,0,0,0,0,5,5,18,3,9,10,0,0,0,0,0,0,3,9,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,21,26,45
POA5522,7,6,14,40,26,68,0,0,0,0,0,7,43,34,77,15,28,47,0,0,0,0,0,0,15,28,44,0,0,0,0,0,0,0,0,0,3,5,12,0,0,0,3,4,10,0,0,0,0,3,3,0,0,0,3,3,5,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,55,71,127,0,0,0,135,149,281
POA5523,8,12,22,83,100,176,3,8,12,0,3,5,85,109,196,19,25,45,15,13,31,6,3,7,45,44,89,0,0,0,7,4,7,3,3,9,4,8,7,0,0,0,13,19,29,0,4,7,0,4,7,0,3,3,3,10,13,0,0,0,8,23,31,0,0,0,3,3,8,0,0,0,4,3,12,60,57,116,0,3,3,218,267,486
POA5540,94,70,170,413,381,789,210,209,422,54,56,111,675,641,1318,266,252,517,181,181,363,46,56,95,486,485,974,16,25,45,4,34,45,39,35,75,46,51,96,0,0,3,108,154,260,17,36,50,4,23,27,3,12,15,19,51,67,0,0,0,39,120,157,18,21,31,8,25,31,0,0,0,23,44,65,548,546,1092,26,18,45,2006,2081,4091
POA5550,5,10,9,38,31,70,0,3,3,13,6,18,52,38,89,20,14,38,0,0,0,8,6,11,27,21,49,3,0,3,0,0,0,3,3,7,7,4,12,0,0,0,9,5,20,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,3,3,0,0,0,0,3,6,23,28,54,0,3,3,122,122,241
POA5552,4,3,9,14,9,29,0,0,0,3,10,13,20,20,41,8,7,13,0,0,0,4,0,4,13,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,26,26,47,0,0,0,60,57,116
POA5554,31,20,52,208,159,374,23,17,41,25,36,55,250,210,465,167,151,312,0,3,3,14,14,29,182,167,351,4,4,8,3,0,5,6,9,17,9,20,32,0,0,0,20,42,68,0,13,11,3,4,6,0,0,0,3,12,19,0,0,0,9,32,40,5,3,3,4,15,19,0,0,0,10,20,22,230,219,446,3,8,12,736,717,1456
POA5555,3,0,3,14,7,26,0,0,0,0,0,0,16,7,23,10,8,15,0,0,0,0,0,0,6,10,19,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,13,28,0,0,0,43,48,85
POA5556,23,20,43,117,83,198,23,34,61,6,10,13,144,124,269,96,70,167,0,0,0,6,3,10,101,72,181,4,3,7,3,5,5,6,8,19,8,16,17,0,0,0,25,33,52,0,9,13,3,4,7,4,0,3,3,12,18,0,0,0,11,31,41,0,3,5,3,5,12,0,0,0,4,14,16,181,182,363,8,3,15,497,474,979
POA5558,27,18,44,131,114,241,18,13,30,15,25,43,173,147,319,98,88,188,3,0,3,17,20,40,124,106,230,0,0,3,0,5,9,10,0,16,3,11,17,0,0,0,16,20,44,3,7,13,4,7,6,0,0,3,3,14,12,0,0,0,10,26,39,5,0,8,3,11,19,0,0,0,10,13,19,174,208,380,0,3,3,527,547,1076
POA5560,6,4,12,20,23,41,0,0,0,0,3,3,20,21,46,12,4,24,0,0,0,0,0,3,15,8,24,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,12,7,20,0,0,0,59,52,109
POA5570,0,0,3,3,7,14,0,0,0,4,3,6,12,12,17,6,6,8,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,32,24,56,0,0,0,50,50,100
POA5571,3,4,6,48,40,91,0,0,0,18,6,24,62,51,113,29,22,51,0,0,0,3,10,13,35,31,68,0,0,0,0,0,5,0,0,0,3,3,5,0,0,0,6,5,7,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,9,9,0,0,3,0,3,3,0,0,0,0,4,7,60,53,113,0,0,0,173,150,321
POA5572,0,3,3,3,8,8,0,0,0,0,0,0,3,8,8,7,3,11,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,12,21,33
POA5573,6,11,17,46,51,94,4,5,9,42,50,94,95,108,204,38,27,60,3,0,3,18,7,24,53,32,92,3,0,5,4,3,6,0,3,4,0,5,5,0,0,0,7,11,19,5,8,10,0,3,3,0,3,3,3,6,11,0,0,0,3,22,22,0,0,3,3,7,10,0,0,0,7,9,14,57,55,115,0,3,3,240,246,485
POA5575,14,8,25,95,74,172,0,0,0,4,7,11,101,88,187,53,50,101,0,0,0,5,8,11,56,59,113,0,0,0,0,3,3,3,3,7,3,6,9,0,0,0,8,13,17,4,6,6,3,3,3,0,0,0,0,5,6,0,0,0,8,7,12,0,0,0,0,3,10,0,0,0,0,9,11,67,67,136,3,3,3,253,252,505
POA5576,3,8,9,27,21,44,25,15,43,0,0,0,57,33,94,24,26,51,0,0,3,3,3,5,28,27,61,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,13,13,3,0,3,0,5,8,0,0,0,3,9,7,17,18,34,3,0,0,113,109,222
POA5577,4,0,4,12,18,36,0,0,0,0,0,0,15,18,37,13,7,22,0,0,0,0,0,3,11,7,26,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,3,11,13,32,3,0,0,53,53,103
POA5580,0,3,3,12,8,17,0,0,0,0,3,3,10,16,21,6,3,10,0,0,0,3,3,3,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,3,4,12,15,0,0,0,24,38,62
POA5581,0,0,3,5,5,11,0,0,0,0,0,0,5,5,11,7,3,7,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,16,13,27,0,0,0,27,35,60
POA5582,6,7,12,11,12,23,3,0,4,0,0,0,18,14,28,15,10,27,0,0,0,0,0,0,21,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,20,17,40,0,0,0,64,52,112
POA5583,3,3,5,16,20,35,7,0,6,3,0,3,28,18,44,16,19,35,0,0,0,3,0,3,15,22,38,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,3,10,4,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,28,35,61,0,0,0,80,90,170
POA5600,24,33,62,164,167,325,97,90,180,19,18,40,276,269,543,119,97,221,74,69,142,0,0,0,196,169,364,14,9,20,3,6,15,27,21,45,16,32,51,0,0,0,55,70,129,12,24,31,3,23,26,0,7,12,16,36,47,0,0,0,29,92,120,6,3,5,5,18,27,0,0,0,11,26,37,185,168,351,11,4,15,786,833,1619
POA5601,0,0,0,14,13,26,3,0,3,0,7,10,15,23,41,9,7,12,5,3,7,0,0,0,9,13,23,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,18,42,0,0,0,54,59,116
POA5602,7,6,8,65,44,113,0,0,0,3,0,3,74,44,118,26,24,47,0,0,0,0,0,0,23,26,52,0,0,0,0,0,0,0,0,0,3,4,9,0,0,3,7,5,16,0,3,3,3,0,3,0,0,0,3,4,4,0,0,0,4,5,11,0,0,0,0,3,3,0,0,0,0,3,3,124,101,221,3,5,3,239,197,440
POA5603,4,3,7,32,19,44,0,0,0,0,0,0,32,19,50,13,8,21,0,0,0,0,0,3,13,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,33,27,57,0,0,0,85,65,150
POA5604,0,0,0,4,8,12,0,0,0,0,0,0,4,8,12,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,3,0,3,22,15,34
POA5605,5,6,9,39,52,91,0,6,10,7,8,12,49,65,114,37,26,62,4,4,12,0,12,14,37,39,79,0,3,3,4,4,9,3,0,5,0,5,8,0,0,0,9,15,20,0,3,3,0,0,0,0,0,0,3,5,13,0,0,0,3,11,13,0,0,0,5,0,5,0,0,0,5,3,3,77,65,141,0,5,3,188,208,396
POA5606,98,70,170,399,351,750,142,157,299,95,98,190,638,603,1238,268,221,485,85,126,210,51,79,128,397,429,823,3,20,25,12,15,26,24,20,40,25,67,93,4,3,8,68,125,192,9,28,41,9,33,40,4,12,21,21,74,95,0,0,0,44,151,195,12,10,20,12,27,46,0,0,0,23,41,67,578,562,1144,30,26,55,1885,2002,3887
POA5607,29,24,55,204,151,358,26,29,62,33,25,57,270,204,471,101,82,187,32,24,50,18,23,38,148,131,280,0,5,8,4,4,6,4,3,10,10,15,27,0,0,0,18,30,51,0,6,4,0,6,9,0,6,4,4,14,24,0,0,0,8,33,44,0,0,3,3,6,8,0,0,0,4,5,9,403,177,582,4,6,14,890,622,1512
POA5608,103,92,191,518,476,995,97,86,180,43,46,86,654,605,1262,293,271,561,94,75,166,8,11,15,392,354,743,13,37,51,19,59,79,21,41,60,30,85,116,4,0,8,85,227,313,18,43,58,28,48,77,8,8,14,19,49,67,0,0,3,69,149,217,7,12,26,15,43,59,4,0,0,24,60,81,691,663,1351,17,20,32,2029,2168,4194
POA5609,20,23,38,67,72,140,32,32,65,7,11,20,113,109,224,30,32,60,20,33,51,0,0,0,47,68,116,0,3,3,3,4,7,4,6,14,8,19,22,0,0,0,19,31,54,3,12,9,3,9,7,0,3,3,9,8,16,0,0,0,11,27,41,0,0,0,0,3,7,0,0,0,0,5,4,40,51,85,0,0,0,247,318,558
POA5630,0,0,0,4,6,14,0,0,0,0,0,0,4,12,16,8,0,7,0,0,3,0,3,3,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,0,0,0,17,34,49
POA5631,12,9,16,55,54,108,0,0,0,0,4,4,55,51,107,33,36,65,0,0,0,0,0,0,33,33,64,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,12,12,0,0,0,0,4,4,0,0,0,0,3,4,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,36,46,87,0,3,0,137,162,303
POA5632,3,0,3,22,19,36,0,0,0,0,0,0,22,19,36,8,11,20,0,0,0,0,0,0,8,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,9,12,21,0,0,0,42,52,88
POA5633,4,0,7,11,9,18,0,0,0,0,0,0,11,9,18,8,4,12,0,3,3,0,0,0,8,10,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,14,26,0,0,0,39,36,74
POA5640,8,0,6,47,43,86,0,0,0,0,0,0,47,44,93,32,24,54,0,5,5,0,4,4,30,33,64,0,0,3,0,0,0,0,0,0,0,12,9,0,0,0,7,12,16,0,3,0,0,3,3,0,0,3,0,6,6,0,0,0,3,12,14,3,3,3,0,0,0,0,0,0,3,3,7,67,46,116,0,0,4,161,152,314
POA5641,14,11,21,51,55,106,0,0,0,0,0,0,55,55,108,19,22,39,0,0,0,0,3,3,19,19,41,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7,0,3,3,0,3,3,0,0,0,0,6,6,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,53,39,93,0,0,3,151,145,294
POA5642,0,0,0,15,17,27,0,0,0,0,6,6,15,19,32,14,9,19,0,0,0,0,0,0,14,9,19,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,36,0,0,0,51,52,97
POA5650,0,0,0,6,11,19,0,0,0,0,0,0,7,11,25,5,4,5,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,0,0,0,23,27,48
POA5651,0,0,0,3,5,8,0,0,0,0,0,0,3,5,8,0,3,8,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,15,20
